material_id,formula_pretty,composition,elements,a_lattice,b_lattice,c_lattice,volume,density,crystal_system,space_group_symbol,space_group_number,point_group,band_gap,cbm,vbm,is_gap_direct,total_magnetization,energy_above_hull,formation_energy_per_atom,energy_per_atom,bulk_modulus,shear_modulus,homogeneous_poisson,dielectric_constant,last_updated,deprecated
mp-1101257,Tm2Pt2O7,Tm4 Pt4 O14,"O, Pt, Tm",10.090605,10.090605,10.090605,1027.4287,10.8613,Cubic,Fd-3m,227,m-3m,1.4709,5.1862,3.7153,False,0.0,0.0,-2.489978588181823,-7.557523736818186,,,,,2025-09-23 22:47:32.228000+00:00,False
mp-1190246,Ir2Pb2O7,Ir4 Pb4 O14,"Ir, O, Pb",10.297138,10.297138,10.297138,1091.8163,11.0822,Cubic,Fd-3m,227,m-3m,0.15200000000000002,6.1577,6.0057,False,0.0,0.0,-1.425466649999997,-6.8561838804545445,,,,,2025-09-23 22:47:32.286000+00:00,False
mp-1190299,Nd2Ir2O7,Nd4 Ir4 O14,"Ir, Nd, O",10.410386,10.410355,10.409975,1128.1895,9.2427,Cubic,Fd-3m,227,m-3m,0.0,,,False,4.024081,0.0,-2.432281358636364,-8.054907745909093,,,,,2025-09-23 22:47:32.290000+00:00,False
mp-1178365,Dy2Pt2O7,Dy4 Pt4 O14,"Dy, O, Pt",10.188881,10.188881,10.188881,1057.7413,10.3885,Cubic,Fd-3m,227,m-3m,1.5345,5.255,3.7205,False,0.0,0.0,-2.458439323939394,-7.550688845000002,,,,,2025-09-23 22:47:32.279000+00:00,False
mp-1190424,Dy2Mo2O7,Dy4 Mo4 O14,"Dy, Mo, O",10.258931,10.258931,10.258931,1079.708,7.7374,Cubic,Fd-3m,227,m-3m,0.0,,,False,7.9999999,0.011552227272719,-2.911589593484849,-8.87193307636364,,,,,2025-09-23 22:47:32.295000+00:00,False
mp-1178177,Ho2V2O7,Ho4 V4 O14,"Ho, O, V",9.971611,9.971611,9.971611,991.5076,7.2851,Cubic,Fd-3m,227,m-3m,1.2503,4.2805,3.0302,False,4.0000001,0.009340272954544001,-3.241677890909092,-8.877941355000003,,,,,2025-09-23 22:47:32.276000+00:00,False
mp-1190245,Gd2Hf2O7,Gd4 Hf4 O14,"Gd, Hf, O",10.511892,10.511893,10.511894,1161.563,8.9602,Cubic,Fd-3m,227,m-3m,2.8263,5.0534,2.2271,False,28.0000014,0.0,-3.999542177272729,-11.51793759318182,,,,,2025-09-23 22:47:32.285000+00:00,False
mp-1190115,Ca2Sb2O7,Ca4 Sb4 O14,"Ca, O, Sb",10.329127,10.329131,10.32917,1102.0285,5.2518,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.0013838,0.029278214090902,-2.565169754545453,-6.829254234090908,,,,,2025-09-23 22:47:32.284000+00:00,False
mp-1190319,In2Ge2O7,In4 Ge4 O14,"Ge, In, O",9.740504,9.740504,9.740504,924.154,6.9991,Cubic,Fd-3m,227,m-3m,1.049399999999999,6.7600999999999996,5.7107,False,9e-07,0.043403249545451,-2.039348652121211,-6.530269582272727,,,,,2025-09-23 22:47:32.292000+00:00,False
mp-1178175,Ho2Pb2O7,Ho4 Pb4 O14,"Ho, O, Pb",10.629093,10.629093,10.629093,1200.8498,9.4723,Cubic,Fd-3m,227,m-3m,1.1706,4.7915,3.6209,True,0.0,0.0,-2.546348146818181,-7.206019065454546,,,,,2025-09-23 22:47:32.275000+00:00,False
mp-1190845,Nd2Hf2O7,Nd4 Hf4 O14,"Hf, Nd, O",10.638469,10.638469,10.638469,1204.0304,8.3572,Cubic,Fd-3m,227,m-3m,4.0703,6.3185,2.2482,False,0.0,0.0,-3.98081208681819,-9.806848446818192,,,,,2025-09-23 22:47:32.301000+00:00,False
mp-1192130,Cd2Tc2O7,Cd4 Tc4 O14,"Cd, O, Tc",10.188854,10.188854,10.188854,1057.7329,6.6918,Cubic,Fd-3m,227,m-3m,0.0,,,False,8.0003457,0.0,-1.6871452349999991,-6.894147535454545,,,,,2025-09-23 22:47:32.324000+00:00,False
mp-1191878,Eu2Mo2O7,Eu4 Mo4 O14,"Eu, Mo, O",10.46613,10.468421,10.469672,1147.0977,7.0375,Cubic,Fd-3m,227,m-3m,0.0,,,False,20.2630884,0.019614279999993,-2.649039712272727,-9.640244356363636,,,,,2025-09-23 22:47:32.317000+00:00,False
mp-1191889,Eu2Pt2O7,Eu4 Pt4 O14,"Eu, O, Pt",10.356267,10.356116,10.356231,1110.7131,9.6695,Cubic,Fd-3m,227,m-3m,0.0,,,False,23.9950628,0.0,-2.084046791818179,-8.207157474090906,,,,,2025-09-23 22:47:32.319000+00:00,False
mp-1191975,Sn2Pb2O7,Sn4 Pb4 O14,"O, Pb, Sn",10.753128,10.753128,10.753128,1243.3816,8.1606,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.0008828999999990001,0.054540119772720004,-1.732623209090907,-6.285365471363636,,,,,2025-09-23 22:47:32.320000+00:00,False
mp-1191821,Nd2Tc2O7,Nd4 Tc4 O14,"Nd, O, Tc",10.451953,10.451953,10.451953,1141.8059,6.9397,Cubic,Fd-3m,227,m-3m,0.0,,,False,11.9999997,0.0007585702272650001,-2.745416420909092,-8.644807310909092,,,,,2025-09-23 22:47:32.315000+00:00,False
mp-1192102,Co2Sb2O7,Co4 Sb4 O14,"Co, O, Sb",10.168556,10.168556,10.168556,1051.4239,5.981,Cubic,Fd-3m,227,m-3m,0.770999999999999,5.5545,4.7835,False,11.998989,0.139713314772745,-1.5817614972727272,-6.778176311363637,,,,,2025-09-23 22:47:32.322000+00:00,False
mp-1191749,Y2Ir2O7,Y4 Ir4 O14,"Ir, O, Y",10.185648,10.185648,10.185648,1056.7348,8.476,Cubic,Fd-3m,227,m-3m,0.0,,,False,4.0798671,0.0,-2.499477690909091,-8.438639363181819,,,,,2025-09-23 22:47:32.312000+00:00,False
mp-1190856,Mn2Sb2O7,Mn4 Sb4 O14,"Mn, O, Sb",10.297436,10.297436,10.297436,1091.9112,5.662,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.0,0.037402466363635006,-1.95141265598746,-7.516663574090909,,,,,2025-09-23 22:47:32.302000+00:00,False
mp-1191189,Cd2Sb2O7,Cd4 Sb4 O14,"Cd, O, Sb",10.303146,10.303146,10.303146,1093.7286,7.0487,Cubic,Fd-3m,227,m-3m,0.3778,4.0067,3.6289,False,0.0,0.0,-1.784500141363636,-5.8584774045454555,,,,,2025-09-23 22:47:32.306000+00:00,False
mp-1190650,Ni2Sb2O7,Ni4 Sb4 O14,"Ni, O, Sb",10.194444,10.194444,10.194444,1059.4748,5.9295,Cubic,Fd-3m,227,m-3m,1.025299999999999,5.2597,4.2344,True,0.0,0.31361355681817604,-1.377274126363636,-6.32763802409091,,,,,2025-09-23 22:47:32.296000+00:00,False
mp-1191195,Eu2Hf2O7,Eu4 Hf4 O14,"Eu, Hf, O",10.558569,10.558871,10.558817,1177.1663,8.7223,Cubic,Fd-3m,227,m-3m,0.0,,,False,23.9999994,0.083577048636364,-3.675034681363634,-10.504700947272726,,,,,2025-09-23 22:47:32.309000+00:00,False
mp-1219287,Sm2Mo2O7,Sm4 Mo4 O14,"Mo, O, Sm",10.488164,10.488164,10.488164,1153.7147,6.9615,Cubic,Fd-3m,227,m-3m,0.0,,,False,7.8896982,0.363161536818195,-2.5189154977272743,-8.497479090909092,,,,,2025-09-23 22:47:32.566000+00:00,False
mp-1258020,Al2Fe2O7,Al4 Fe4 O14,"Al, Fe, O",9.312858,9.312858,9.312858,807.6979,4.5665,Cubic,Fd-3m,227,m-3m,0.0,,,False,8.0466608,0.416155202727273,-1.917318597727272,-7.287038699090909,,,,,2025-09-23 22:47:32.611000+00:00,False
mp-1260244,Al2Sn2O7,Al4 Sn4 O14,"Al, O, Sn",9.940218,9.940218,9.940218,982.1724,5.4559,Cubic,Fd-3m,227,m-3m,1.351599999999999,7.5878,6.2362,True,0.00045969999999900005,0.546190308181818,-2.160868516363635,-6.719597825909091,,,,,2025-09-23 22:47:32.612000+00:00,False
mp-1248873,Al2Ni2O7,Al4 Ni4 O14,"Al, Ni, O",9.166182,9.166182,9.166182,770.1325,4.8875,Cubic,Fd-3m,227,m-3m,1.0073,6.7792,5.7719000000000005,False,0.0043593,0.27923695303030505,-1.726363709090908,-6.607013895909091,,,,,2025-09-23 22:47:32.605000+00:00,False
mp-1255912,Mn2Al2O7,Mn4 Al4 O14,"Al, Mn, O",9.399346,9.399346,9.399346,830.4106,4.4126,Cubic,Fd-3m,227,m-3m,1.585799999999999,6.5019,4.9161,False,11.9971944,0.296728488939393,-2.254900836896551,-7.7504380440909095,,,,,2025-09-23 22:47:32.610000+00:00,False
mp-1346622,Y2Ni2O7,Y4 Ni4 O14,"Ni, O, Y",9.875512,9.875512,9.875512,963.1166,5.6165,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.0375068,0.060556579999999006,-2.181000003636363,-7.564107585000001,,,,,2025-09-23 22:47:32.625000+00:00,False
mp-1261949,Al2V2O7,Al4 V4 O14,"Al, O, V",9.531128,9.531128,9.531128,865.8306,4.1095,Cubic,Fd-3m,227,m-3m,0.0,6.2003,6.2338000000000005,False,4.0000172,0.44613916863635605,-2.487275749545455,-7.968611280000001,,,,,2025-09-23 22:47:32.614000+00:00,False
mp-1369302,Y2Co2O7,Y4 Co4 O14,"Co, O, Y",9.91487,9.91487,9.91487,974.6778,5.5564,Cubic,Fd-3m,227,m-3m,0.0,,,False,3.9995969,0.039805129886363005,-2.342372649545453,-7.971531147272727,,,,,2025-09-23 22:47:32.627000+00:00,False
mp-1262076,Al2Bi2O7,Al4 Bi4 O14,"Al, Bi, O",10.160646,10.160646,10.160646,1048.9722,7.3948,Cubic,Fd-3m,227,m-3m,0.0,,,False,4.522544,0.623291623636364,-1.7304665399999992,-6.267461750454545,,,,,2025-09-23 22:47:32.615000+00:00,False
mp-12533,La2Hf2O7,La4 Hf4 O14,"Hf, La, O",10.738821,10.738821,10.738821,1238.4252,8.0106,Cubic,Fd-3m,227,m-3m,4.2879,8.3705,4.0826,False,0.0,0.0,-4.042177013636373,-9.898733314090917,"{'voigt': 160.548, 'reuss': 160.548, 'vrh': 160.548}","{'voigt': 90.128, 'reuss': 89.838, 'vrh': 89.983}",0.264,,2025-09-23 22:47:32.607000+00:00,False
mp-1252698,Al2Sb2O7,Al4 Sb4 O14,"Al, O, Sb",9.932074,9.932074,9.932074,979.7603,5.552,Cubic,Fd-3m,227,m-3m,0.000299999999999,8.7706,8.7703,True,0.0001794,0.6697028077272741,-1.894471980909089,-6.474915724090908,,,,,2025-09-23 22:47:32.606000+00:00,False
mp-1261252,Ti2Al2O7,Ti4 Al4 O14,"Al, O, Ti",9.586782,9.586782,9.586782,881.0865,3.9456,Cubic,Fd-3m,227,m-3m,0.6019999999999991,5.7478,5.1458,False,0.0002171,0.5260096772727271,-2.9449983001515143,-8.210258548181818,,,,,2025-09-23 22:47:32.613000+00:00,False
mp-1375270,Al2Cr2O7,Al4 Cr4 O14,"Al, Cr, O",9.495328,9.495328,9.495328,856.1107,4.1888,Cubic,Fd-3m,227,m-3m,0.0,,,False,8.0011346,0.45417952909090503,-2.220271399090909,-7.805087184090909,,,,,2025-09-23 22:47:32.628000+00:00,False
mp-1345216,Y2Sb2O7,Y4 Sb4 O14,"O, Sb, Y",10.674122,10.674122,10.674122,1216.1762,5.8255,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.0017997,0.17558998572727202,-2.705031844545453,-7.787932982272727,,,,,2025-09-23 22:47:32.624000+00:00,False
mp-1376528,Al2Co2O7,Al4 Co4 O14,"Al, Co, O",9.237498,9.237498,9.237498,788.2484,4.7833,Cubic,Fd-3m,227,m-3m,0.0,,,False,4.000203,0.29851877227272805,-1.8439676822727271,-6.970668785454546,,,,,2025-09-23 22:47:32.629000+00:00,False
mp-13801,Tl2Pt2O7,Tl4 Pt4 O14,"O, Pt, Tl",10.205293,10.205293,10.205293,1062.8608,11.3854,Cubic,Fd-3m,227,m-3m,0.6958000000000001,5.5083,4.8125,True,0.0,0.0,-1.149196037878786,-5.832917665909088,"{'voigt': 170.426, 'reuss': 170.426, 'vrh': 170.426}","{'voigt': 83.899, 'reuss': 83.883, 'vrh': 83.891}",0.289,,2025-09-23 22:47:32.631000+00:00,False
mp-1379819,Y2Fe2O7,Y4 Fe4 O14,"Fe, O, Y",9.974962,9.974925,9.974893,992.4969,5.3738,Cubic,Fd-3m,227,m-3m,0.0,,,False,15.9981183,0.0,-2.583788470454546,-8.455965966363637,,,,,2025-09-23 22:47:32.630000+00:00,False
mp-13803,Nb2Hg2O7,Nb4 Hg4 O14,"Hg, Nb, O",10.561584,10.561584,10.561584,1178.1136,7.8817,Cubic,Fd-3m,227,m-3m,0.44399999999999906,1.496,1.052,False,0.0,0.003425043441557,-2.158362852272729,-7.199970233181819,,,,,2025-09-23 22:47:32.633000+00:00,False
mp-14145,Ca2Sb2O7,Ca4 Sb4 O14,"Ca, O, Sb",10.388654,10.388654,10.388654,1121.1865,5.162,Cubic,Fd-3m,227,m-3m,0.19160000000000002,5.163,4.9714,True,3.16e-05,0.442905334999992,-2.151542633636363,-6.415627113181818,,,,,2025-09-23 22:47:32.678000+00:00,False
mp-14026,Ca2Ta2O7,Ca4 Ta4 O14,"Ca, O, Ta",10.448801,10.448801,10.448801,1140.7734,6.4519,Cubic,Fd-3m,227,m-3m,2.2952,5.1143,2.8191,True,0.0,0.0007884234415430001,-3.482593376333331,-9.153573547272726,,,,,2025-09-23 22:47:32.659000+00:00,False
mp-15161,Tb2Ru2O7,Tb4 Ru4 O14,"O, Ru, Tb",10.180265,10.180265,10.180265,1055.0603,7.9574,Cubic,Fd-3m,227,m-3m,0.0,,,False,7.999758499999999,0.015515789886357002,-2.5896548243939392,-8.267860220909093,,,,,2025-09-23 22:47:32.699000+00:00,False
mp-15170,Lu2Sn2O7,Lu4 Sn4 O14,"Lu, O, Sn",10.265419,10.265419,10.265419,1081.7579,8.5882,Cubic,Fd-3m,227,m-3m,2.618299999999999,6.7455,4.1272,True,0.0,0.0,-3.02570395439394,-7.72554446818182,,,,,2025-09-23 22:47:32.701000+00:00,False
mp-14968,Dy2Ru2O7,Dy4 Ru4 O14,"Dy, O, Ru",10.150401,10.150401,10.150401,1045.8022,8.1186,Cubic,Fd-3m,227,m-3m,0.0,,,False,7.999821,0.019741070909086,-2.595822591666666,-8.27048469818182,,,,,2025-09-23 22:47:32.696000+00:00,False
mp-16152,Pr2Te2O7,Pr4 Te4 O14,"O, Pr, Te",11.031988,11.031988,11.031988,1342.6454,6.4214,Cubic,Fd-3m,227,m-3m,1.5419,6.8022,5.2603,False,2.9400000000000003e-05,0.130284349939387,-2.485600841969696,-7.077717363636363,,,,,2025-09-23 22:47:32.717000+00:00,False
mp-17064,Gd2Sn2O7,Gd4 Sn4 O14,"Gd, O, Sn",10.489179,10.489179,10.489179,1154.0497,7.6424,Cubic,Fd-3m,227,m-3m,0.0,,,False,28.0000013,0.0,-2.995185214545452,-9.432195689545454,,,,,2025-09-23 22:47:32.733000+00:00,False
mp-16783,Cd2Re2O7,Cd4 Re4 O14,"Cd, O, Re",10.383588,10.383588,10.383588,1119.547,8.4156,Cubic,Fd-3m,227,m-3m,0.0,,,False,2.3486241,0.04759167909091001,-1.7495187509090901,-7.336062008181818,,,,,2025-09-23 22:47:32.725000+00:00,False
mp-17113,Sm2Ru2O7,Sm4 Ru4 O14,"O, Ru, Sm",10.294035,10.294056,10.291332,1090.5455,7.4896,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.0003146,0.008066826022725,-2.54245442181818,-8.235336638636362,,,,,2025-09-23 22:47:32.735000+00:00,False
mp-17114,Nd2Sn2O7,Nd4 Sn4 O14,"Nd, O, Sn",10.618708,10.618708,10.618708,1197.3334,7.0774,Cubic,Fd-3m,227,m-3m,2.6738,6.4393,3.7655000000000003,True,0.0,0.0,-2.97475702772727,-7.719408446818179,,,,,2025-09-23 22:47:32.736000+00:00,False
mp-18265,Y2Mo2O7,Y4 Mo4 O14,"Mo, O, Y",10.42348,10.42348,10.42348,1132.5,5.6502,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.0002453,0.01300473181819,-2.9249034127272733,-9.229013435909092,,,,,2025-09-23 22:47:32.748000+00:00,False
mp-17619,Sc2Mn2O7,Sc4 Mn4 O14,"Mn, O, Sc",9.590533,9.590533,9.59053,882.1209,4.6953,Cubic,Fd-3m,227,m-3m,0.0,,,False,11.9999995,0.0,-2.805036003260187,-8.770917442272726,,,,,2025-09-23 22:47:32.744000+00:00,False
mp-18831,Y2Mn2O7,Y4 Mn4 O14,"Mn, O, Y",9.901337,9.901226,9.901282,970.6759,5.4699,Cubic,Fd-3m,227,m-3m,0.8710999999999991,3.5492,2.6781,False,12.0000007,0.0,-2.8683690523510963,-8.86636365409091,,,,,2025-09-23 22:47:32.768000+00:00,False
mp-19256,Er2Mn2O7,Er4 Mn4 O14,"Er, Mn, O",9.831149,9.831145,9.831145,950.1945,7.7787,Cubic,Fd-3m,227,m-3m,1.1678,3.7054,2.5376000000000003,False,12.0000007,0.0,-2.915723314623823,-8.560741063636364,,,,,2025-09-23 22:47:32.786000+00:00,False
mp-19153,Lu2Mn2O7,Lu4 Mn4 O14,"Lu, Mn, O",9.750954,9.750954,9.750954,927.1315,8.1931,Cubic,Fd-3m,227,m-3m,1.112099999999999,3.7066,2.5945,False,12.0000001,0.0,-2.938114664017765,-8.574763075454547,,,,,2025-09-23 22:47:32.781000+00:00,False
mp-19200,Tb2Mo2O7,Tb4 Mo4 O14,"Mo, O, Tb",10.286795,10.286795,10.286795,1088.5295,7.5875,Cubic,Fd-3m,227,m-3m,0.0,,,False,7.9999999,0.0018348953409020002,-2.910913877121213,-8.874800650000001,,,,,2025-09-23 22:47:32.784000+00:00,False
mp-19036,Tm2V2O7,Tm4 V4 O14,"O, Tm, V",9.909127,9.909127,9.909127,972.9852,7.5331,Cubic,Fd-3m,227,m-3m,0.0,,,False,3.9999997,0.0035868231818190002,-3.259915154545456,-8.875237166818183,,,,,2025-09-23 22:47:32.777000+00:00,False
mp-20643,Y2Ru2O7,Y4 Ru4 O14,"O, Ru, Y",10.262052,10.262052,10.262052,1080.6937,6.0472,Cubic,Fd-3m,227,m-3m,0.0,,,False,2.1339802,0.030400234886359002,-2.561902583636363,-8.580331230454545,,,,,2025-09-23 22:47:32.825000+00:00,False
mp-19930,Nd2Ru2O7,Nd4 Ru4 O14,"Nd, O, Ru",10.380451,10.380409,10.377849,1118.2477,7.1589,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.0005702999999990001,0.006786222803025,-2.507212133181818,-8.209105495000001,,,,,2025-09-23 22:47:32.807000+00:00,False
mp-20406,Lu2V2O7,Lu4 V4 O14,"Lu, O, V",9.860841,9.861435,9.861346,958.9373,7.8103,Cubic,Fd-3m,227,m-3m,1.1751,4.2168,3.0417,False,3.9999995,0.002963044431815,-3.262010215303032,-8.884456950000002,,,,,2025-09-23 22:47:32.820000+00:00,False
mp-19784,In2Si2O7,In4 Si4 O14,"In, O, Si",9.546868,9.546868,9.546868,870.1272,6.0733,Cubic,Fd-3m,227,m-3m,1.809899999999999,8.9217,7.1118,False,0.0007077,0.13430547712121302,-2.557269523030302,-7.194061394090909,"{'voigt': 230.416, 'reuss': 230.416, 'vrh': 230.416}","{'voigt': 96.378, 'reuss': 87.477, 'vrh': 91.928}",0.324,,2025-09-23 22:47:32.803000+00:00,False
mp-20845,Dy2Sn2O7,Dy4 Sn4 O14,"Dy, O, Sn",10.393585,10.393585,10.393585,1122.7837,7.9794,Cubic,Fd-3m,227,m-3m,2.7123,6.7579,4.0456,True,0.0,0.0,-3.027287646212119,-7.7447078099999995,,,,,2025-09-23 22:47:32.830000+00:00,False
mp-22089,Hg2Os2O7,Hg4 Os4 O14,"Hg, O, Os",10.400676,10.400676,10.400676,1125.0834,10.5515,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.0737714,0.036020415227267004,-1.18980214,-6.436148137272727,,,,,2025-09-23 22:47:32.854000+00:00,False
mp-20863,Sb2Pt2O7,Sb4 Pt4 O14,"O, Pt, Sb",10.405898,10.405898,10.405898,1126.7789,8.7913,Cubic,Fd-3m,227,m-3m,0.557299999999999,6.9794,6.4221,False,0.00047139999999900006,0.147805285227277,-1.244711454545453,-6.247983832272727,,,,,2025-09-23 22:47:32.833000+00:00,False
mp-22354,Mn2Tl2O7,Mn4 Tl4 O14,"Mn, O, Tl",9.910606,9.910606,9.910606,973.4209,8.6063,Cubic,Fd-3m,227,m-3m,0.0,,,False,11.9963067,0.0012829530303020001,-1.493021963411704,-6.738722131818181,,,,,2025-09-23 22:47:32.866000+00:00,False
mp-22094,Tl2Ru2O7,Tl4 Ru4 O14,"O, Ru, Tl",10.241523,10.241448,10.241017,1074.16,8.9391,Cubic,Fd-3m,227,m-3m,0.0,,,False,7.9999969,0.0,-1.304436474696969,-6.570570688181817,,,,,2025-09-23 22:47:32.855000+00:00,False
mp-23445,Bi2Ru2O7,Bi4 Ru4 O14,"Bi, O, Ru",10.281089,10.281089,10.281089,1086.7192,8.9493,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.0,0.0,-1.553611266818189,-7.095847697272735,"{'voigt': 178.102, 'reuss': 178.102, 'vrh': 178.102}","{'voigt': 94.923, 'reuss': 94.374, 'vrh': 94.649}",0.274,,2025-09-23 22:47:32.899000+00:00,False
mp-23341,Bi2Pt2O7,Bi4 Pt4 O14,"Bi, O, Pt",10.425413,10.425413,10.425413,1133.1302,10.7871,Cubic,Fd-3m,227,m-3m,0.7805000000000001,6.3759,5.5954,False,0.0,0.0,-1.330811493636362,-6.290635338636362,"{'voigt': 179.413, 'reuss': 179.413, 'vrh': 179.413}","{'voigt': 76.633, 'reuss': 75.518, 'vrh': 76.076}",0.314,,2025-09-23 22:47:32.894000+00:00,False
mp-23372,Sn2Bi2O7,Sn4 Bi4 O14,"Bi, O, Sn",10.622041,10.622041,10.622041,1198.4609,8.506,Cubic,Fd-3m,227,m-3m,2.7114000000000003,7.9869,5.2755,False,0.0,0.011598118257579,-1.924906653181814,-6.509901140909087,,,,,2025-09-23 22:47:32.897000+00:00,False
mp-2763860,Y2Cr2O7,Y4 Cr4 O14,"Cr, O, Y",9.934335,9.934495,9.932062,980.2211,5.3381,Cubic,Fd-3m,227,m-3m,0.0,,,False,8.0000003,0.026334073863646,-2.984606450568183,-13.219299383181818,,,,,2025-09-23 22:47:32.909000+00:00,False
mp-2883,Sm2Sn2O7,Sm4 Sn4 O14,"O, Sm, Sn",10.534603,10.534603,10.534603,1169.1076,7.3874,Cubic,Fd-3m,227,m-3m,2.7353,6.4282,3.6929,True,0.0,0.0,-2.999128691818181,-7.734768965909091,,,,,2025-09-23 22:47:32.920000+00:00,False
mp-30902,Er2Ru2O7,Er4 Ru4 O14,"Er, O, Ru",10.164404,10.164404,10.164404,1050.1365,8.2055,Cubic,Fd-3m,227,m-3m,0.0,,,False,8.007723,0.032431834545450004,-2.6067901540909073,-8.272241948181817,,,,,2025-09-23 22:47:32.938000+00:00,False
mp-30889,Ho2Ru2O7,Ho4 Ru4 O14,"Ho, O, Ru",10.21348,10.21348,10.21348,1065.4209,8.0297,Cubic,Fd-3m,227,m-3m,0.0,,,False,2.1411623,0.032998230795451,-2.5927989159090883,-8.26369810181818,,,,,2025-09-23 22:47:32.936000+00:00,False
mp-3200,Lu2Ti2O7,Lu4 Ti4 O14,"Lu, O, Ti",10.043122,10.043122,10.043122,1012.9925,7.3132,Cubic,Fd-3m,227,m-3m,2.508,5.4431,2.9351000000000003,False,5.0600000000000003e-05,0.023670761818186004,-3.782793325454544,-9.189164777727273,,,,,2025-09-23 22:47:32.948000+00:00,False
mp-3335,Sm2Ti2O7,Sm4 Ti4 O14,"O, Sm, Ti",10.241055,10.241055,10.241055,1074.0736,6.2886,Cubic,Fd-3m,227,m-3m,2.7306,5.3597,2.6291,False,0.0,0.011980593636367,-3.725298062424243,-9.167469275,,,,,2025-09-23 22:47:33.131000+00:00,False
mp-3334,Tm2Sn2O7,Tm4 Sn4 O14,"O, Sn, Tm",10.309678,10.309678,10.309678,1095.8101,8.3318,Cubic,Fd-3m,227,m-3m,2.6576,6.7461,4.0885,True,0.0,0.0,-3.032940869545466,-7.725656660909101,,,,,2025-09-23 22:47:33.129000+00:00,False
mp-33803,Nd2Mo2O7,Nd4 Mo4 O14,"Mo, Nd, O",10.484497,10.484497,10.484497,1152.5049,6.8281,Cubic,Fd-3m,227,m-3m,0.0,,,False,8.0000001,0.046014805454545005,-2.857075176363636,-8.844649914545455,,,,,2025-09-23 22:47:33.137000+00:00,False
mp-33658,Nb2Tl2O7,Nb4 Tl4 O14,"Nb, O, Tl",10.77398,10.77398,10.77398,1250.629,7.5053,Cubic,Fd-3m,227,m-3m,0.0,,,False,4.9400000000000015e-05,0.028540367678566003,-2.302056036969698,-7.7185361595454545,,,,,2025-09-23 22:47:33.134000+00:00,False
mp-3370,Y2Sn2O7,Y4 Sn4 O14,"O, Sn, Y",10.403805,10.403805,10.403805,1126.0992,6.2196,Cubic,Fd-3m,227,m-3m,2.750099999999999,6.8505,4.1004,True,0.0,0.0,-3.005540767272727,-8.066727471363636,"{'voigt': 164.271, 'reuss': 164.271, 'vrh': 164.271}","{'voigt': 91.77, 'reuss': 91.126, 'vrh': 91.448}",0.265,,2025-09-23 22:47:33.135000+00:00,False
mp-34322,Dy2Ti2O7,Dy4 Ti4 O14,"Dy, O, Ti",10.094469,10.094469,10.094469,1028.6092,6.8801,Cubic,Fd-3m,227,m-3m,2.7262999999999993,5.6441,2.9178,False,0.0,0.009325387045519001,-3.77932238863643,-9.203273490909158,,,,,2025-09-23 22:47:33.146000+00:00,False
