aflow_prototype_params_list_relax,aflow_prototype_params_values_relax,auid,aurl,composition,compound,density,energy_atom,enthalpy_atom,natoms,spin_atom,geometry,positions_fractional,Egap,Egap_type,spinD,valence_cell_iupac,ael_bulk_modulus_vrh,ael_debye_temperature,ael_poisson_ratio,ael_shear_modulus_vrh,ael_youngs_modulus_vrh,agl_debye,agl_thermal_conductivity_300K,agl_thermal_expansion_300K
"a,x4","10.5039,0.830191",aflow:3b5090fa3a09cc57,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Ru2_ICSD_166566,"4,14,4",Bi4O14Ru4,8.39178,-6.13343,-6.13343,22,0.363627,"7.42739,7.42739,7.42739,60,60,60","[0, 0, 0],[0.5, 0, 0],[0.5, 0, 0.5],[0.5, 0.5, 0],[0.669809, 0.169809, 0.580191],[0.0801909, 0.580191, 0.169809],[0.669809, 0.580191, 0.169809],[0.0801909, 0.169809, 0.580191],[0.669809, 0.580191, 0.580191],[0.0801909, 0.169809, 0.169809],[0.919809, 0.830191, 0.419809],[0.330191, 0.419809, 0.830191],[0.919809, 0.419809, 0.830191],[0.330191, 0.830191, 0.419809],[0.330191, 0.419809, 0.419809],[0.919809, 0.830191, 0.830191],[0.375, 0.875, 0.875],[0.625, 0.125, 0.125],[0.5, 0.5, 0.5],[0, 0.5, 0.5],[0, 0.5, 0],[0, 0, 0.5]",0.0,half-metal,"0.04,0.054,0.047,0.047,0.064,0.057,0.08,0.072,0.09,0.09,0.072,0.08,0.057,0.064,0.09,0.09,0.018,0.018,1.63,1.652,1.642,1.641",80.0,,,,,,,,
"a,x4","10.8209,0.834664",aflow:3c35f9884057a217,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Nd2O7Zr2_ICSD_249974,"4,14,4",Nd4O14Zr4,6.11165,-9.29553,-9.29553,22,0.545411,"7.65151,7.65151,7.65151,60,60,60","[0.5, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0],[0.5, 0, 0.5],[0.375, 0.875, 0.375],[0.625, 0.125, 0.625],[0.665336, 0.584664, 0.665336],[0.0846645, 0.165336, 0.0846645],[0.665336, 0.584664, 0.0846645],[0.0846645, 0.165336, 0.665336],[0.0846645, 0.584664, 0.665336],[0.665336, 0.165336, 0.0846645],[0.915336, 0.834664, 0.334664],[0.334664, 0.415336, 0.915336],[0.915336, 0.834664, 0.915336],[0.334664, 0.415336, 0.334664],[0.915336, 0.415336, 0.334664],[0.334664, 0.834664, 0.915336],[0, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0.5],[0, 0.5, 0]",3.3462,insulator-indirect,"2.969,2.969,2.969,2.969,-0.041,-0.041,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.002,-0.002,-0.002,-0.002",60.0,,,,,,,,
"a,x4","10.1402,0.417298",aflow:3d6287c20288a1ef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Yb2_ICSD_161405,"14,4,4",O14Ti4Yb4,7.0568,-7.2334,-7.2334,22,0.181804,"7.17023,7.17023,7.17023,60,60,60","[0.875, 0.875, 0.375],[0.125, 0.125, 0.625],[0.582702, 0.582702, 0.667298],[0.167298, 0.167298, 0.0827021],[0.167298, 0.582702, 0.667298],[0.582702, 0.167298, 0.0827021],[0.582702, 0.167298, 0.667298],[0.167298, 0.582702, 0.0827021],[0.417298, 0.832702, 0.917298],[0.832702, 0.417298, 0.332702],[0.832702, 0.832702, 0.917298],[0.417298, 0.417298, 0.332702],[0.417298, 0.832702, 0.332702],[0.832702, 0.417298, 0.917298],[0.5, 0.5, 0.5],[0.5, 0, 0],[0, 0.5, 0],[0.5, 0.5, 0],[0, 0, 0],[0, 0.5, 0.5],[0.5, 0, 0.5],[0, 0, 0.5]",0.0838,insulator-direct,"0.095,0.095,0.064,0.064,0.06,0.06,0.057,0.057,0.06,0.06,0.064,0.064,0.057,0.057,-0.009,-0.009,-0.008,-0.009,0.746,0.746,0.768,0.724",56.0,,,,,,,,
"a,x4","10.1121,0.831213",aflow:3d1f3040f69c29a8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy2O7V2_ICSD_160863,"4,14,4",Dy4O14V4,6.92329,-8.20289,-8.20289,22,0.181793,"7.1503,7.1503,7.1503,60,60,60","[0, 0, 0],[0, 0.5, 0],[0, 0.5, 0.5],[0.5, 0.5, 0],[0.831213, 0.331213, 0.418787],[0.418787, 0.918787, 0.831213],[0.418787, 0.331213, 0.831213],[0.831213, 0.918787, 0.418787],[0.418787, 0.331213, 0.418787],[0.831213, 0.918787, 0.831213],[0.168787, 0.0812128, 0.581213],[0.581213, 0.668787, 0.168787],[0.581213, 0.0812128, 0.168787],[0.168787, 0.668787, 0.581213],[0.581213, 0.668787, 0.581213],[0.168787, 0.0812128, 0.168787],[0.125, 0.625, 0.125],[0.875, 0.375, 0.875],[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0, 0],[0, 0, 0.5]",0.8117,insulator-indirect,"0.006,0.005,0.006,0.006,-0.029,-0.028,-0.025,-0.025,-0.027,-0.027,-0.025,-0.025,-0.028,-0.029,-0.027,-0.027,0,0,1.04,1.045,1.04,1.034",64.0,190.278,534.909,0.283648,96.211,247.002,547.997,3.03527,4.04488e-05
"a,x4","10.5344,0.432483",aflow:3d7ea012d0f48467,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Ta2_ICSD_27123,"4,14,4",Cd4O14Ta4,7.93969,-7.38325,-7.38325,22,0.0,"7.44897,7.44897,7.44897,60,60,60","[0.375, 0.875, 0.375],[0.875, 0.375, 0.375],[0.375, 0.375, 0.875],[0.375, 0.375, 0.375],[0.5, 0.5, 0.5],[0.25, 0.25, 0.25],[0.807483, 0.192517, 0.807483],[0.192517, 0.807483, 0.192517],[0.807483, 0.192517, 0.192517],[0.192517, 0.807483, 0.807483],[0.192517, 0.192517, 0.807483],[0.807483, 0.807483, 0.192517],[0.557483, 0.942517, 0.942517],[0.942517, 0.557483, 0.557483],[0.557483, 0.942517, 0.557483],[0.942517, 0.557483, 0.942517],[0.557483, 0.557483, 0.942517],[0.942517, 0.942517, 0.557483],[0.875, 0.375, 0.875],[0.375, 0.875, 0.875],[0.875, 0.875, 0.375],[0.875, 0.875, 0.875]",2.1174,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,154.061,447.629,0.269643,83.8562,212.935,499.029,5.6234,3.0619e-05
"a,x4","10.8271,0.362968",aflow:3f79a5060d7a9a11,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_184102,"4,14,4",La4O14Zr4,5.98936,-8.53518,-8.53518,22,0.0,"7.65595,7.65595,7.65595,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.362968, 0.362968, 0.387032],[0.887032, 0.887032, 0.862968],[0.362968, 0.887032, 0.387032],[0.887032, 0.362968, 0.862968],[0.887032, 0.362968, 0.387032],[0.362968, 0.887032, 0.862968],[0.112968, 0.637032, 0.137032],[0.637032, 0.112968, 0.612968],[0.112968, 0.112968, 0.137032],[0.637032, 0.637032, 0.612968],[0.112968, 0.637032, 0.612968],[0.637032, 0.112968, 0.137032],[0.125, 0.125, 0.625],[0.875, 0.875, 0.375],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]",0.0,metal,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.8216,0.415323",aflow:3f94e58e38411237,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Nd2O7Zr2_ICSD_174187,"4,14,4",Nd4O14Zr4,6.11034,-9.29553,-9.29553,22,0.545454,"7.65206,7.65206,7.65206,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0.665323, 0.0846769, 0.584677],[0.0846769, 0.665323, 0.165323],[0.665323, 0.665323, 0.584677],[0.0846769, 0.0846769, 0.165323],[0.0846769, 0.665323, 0.584677],[0.665323, 0.0846769, 0.165323],[0.915323, 0.915323, 0.834677],[0.334677, 0.334677, 0.415323],[0.915323, 0.334677, 0.834677],[0.334677, 0.915323, 0.415323],[0.915323, 0.334677, 0.415323],[0.334677, 0.915323, 0.834677],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5]",3.3148,insulator-indirect,"2.968,2.969,2.968,2.968,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.039,-0.039,-0.002,-0.003,-0.002,-0.002",60.0,,,,,,,,
"a,x4","10.5109,0.831806",aflow:4087639876ca3f66,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Nd2O7Ru2_ICSD_79327,"4,14,4",Nd4O14Ru4,6.89386,-7.61767,-7.61767,22,0.909143,"7.43232,7.43232,7.43232,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5],[0.0818063, 0.668194, 0.668194],[0.668194, 0.0818063, 0.0818063],[0.668194, 0.668194, 0.0818063],[0.0818063, 0.0818063, 0.668194],[0.668194, 0.0818063, 0.668194],[0.0818063, 0.668194, 0.0818063],[0.918194, 0.918194, 0.331806],[0.331806, 0.331806, 0.918194],[0.331806, 0.918194, 0.918194],[0.918194, 0.331806, 0.331806],[0.331806, 0.918194, 0.331806],[0.918194, 0.331806, 0.918194],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375],[0, 0, 0],[0, 0.5, 0],[0, 0, 0.5],[0.5, 0, 0]",0.5162,insulator-indirect,"2.985,2.987,2.987,2.988,0.067,0.068,0.064,0.051,0.069,0.056,0.051,0.064,0.068,0.067,0.069,0.056,-0.04,-0.04,1.678,1.689,1.69,1.701",76.0,,,,,,,,
"a,x4","10.9,0.432443",aflow:419c4b6caa59a978,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2F6Hg2S1_ICSD_156367,"4,12,4,2",Cu4F12Hg4S2,6.9172,-3.17768,-3.17768,22,0.182047,"7.70744,7.70744,7.70744,60,60,60","[0, 0, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0.5, 0, 0.5],[0.567557, 0.682443, 0.0675573],[0.182443, 0.0675573, 0.682443],[0.567557, 0.682443, 0.682443],[0.182443, 0.0675573, 0.0675573],[0.567557, 0.0675573, 0.682443],[0.182443, 0.682443, 0.0675573],[0.817557, 0.932443, 0.932443],[0.432443, 0.317557, 0.317557],[0.817557, 0.932443, 0.317557],[0.432443, 0.317557, 0.932443],[0.432443, 0.932443, 0.317557],[0.817557, 0.317557, 0.932443],[0.5, 0.5, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0, 0.5, 0],[0.125, 0.625, 0.625],[0.875, 0.375, 0.375]",0.0,half-metal,"0.771,0.728,0.714,0.744,0.087,0.091,0.088,0.089,0.084,0.086,0.089,0.088,0.091,0.087,0.084,0.086,-0.001,-0.001,-0.001,-0.001,-0.002,-0.002",56.0,,,,,,,,
"a,x4","10.3034,0.417199",aflow:4260df9809b76428,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2O7Ru2_ICSD_79332,"4,14,4",Gd4O14Ru4,7.63474,-7.80877,-7.80877,22,1.26958,"7.28562,7.28562,7.28562,60,60,60","[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0],[0.332801, 0.917199, 0.417199],[0.917199, 0.332801, 0.832801],[0.917199, 0.332801, 0.417199],[0.332801, 0.917199, 0.832801],[0.332801, 0.332801, 0.417199],[0.917199, 0.917199, 0.832801],[0.667199, 0.0828015, 0.167198],[0.0828015, 0.667199, 0.582801],[0.0828015, 0.667199, 0.167198],[0.667199, 0.0828015, 0.582801],[0.667199, 0.667199, 0.582801],[0.0828015, 0.0828015, 0.167198],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5]",0.0,metal,"7.013,7.013,7.013,7.013,-0.016,-0.016,-0.015,-0.016,-0.015,-0.014,-0.016,-0.015,-0.016,-0.016,-0.015,-0.014,-0.042,-0.042,-0.022,-0.021,-0.025,-0.021",72.0,,,,,,,,
"a,x4","10.7361,0.348734",aflow:4211fa0b4a8c987c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Pb2Sb2_ICSD_24246,"14,4,4",O14Pb4Sb4,8.2649,-5.51484,-5.51484,22,0.0,"7.59154,7.59154,7.59154,60,60,60","[0.776266, 0.223734, 0.776266],[0.223734, 0.776266, 0.223734],[0.776266, 0.776266, 0.223734],[0.223734, 0.223734, 0.776266],[0.776266, 0.223734, 0.223734],[0.223734, 0.776266, 0.776266],[0.0262656, 0.0262656, 0.473734],[0.473734, 0.473734, 0.0262656],[0.0262656, 0.473734, 0.0262656],[0.473734, 0.0262656, 0.473734],[0.473734, 0.0262656, 0.0262656],[0.0262656, 0.473734, 0.473734],[0, 0, 0],[0.25, 0.25, 0.25],[0.125, 0.625, 0.625],[0.625, 0.625, 0.625],[0.625, 0.125, 0.625],[0.625, 0.625, 0.125],[0.625, 0.125, 0.125],[0.125, 0.125, 0.125],[0.125, 0.625, 0.125],[0.125, 0.125, 0.625]",0.0,metal,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",64.0,,,,,,,,
"a,x4","10.9566,0.418728",aflow:42214ee738e23258,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_153814,"4,14,4",La4O14Zr4,5.7795,-8.9601,-8.9601,22,0.0,"7.74752,7.74752,7.74752,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0, 0, 0.5],[0.5, 0, 0],[0.668728, 0.581272, 0.0812716],[0.0812716, 0.168728, 0.668728],[0.0812716, 0.581272, 0.668728],[0.668728, 0.168728, 0.0812716],[0.668728, 0.581272, 0.668728],[0.0812716, 0.168728, 0.0812716],[0.331272, 0.831272, 0.918728],[0.918728, 0.418728, 0.331272],[0.918728, 0.831272, 0.331272],[0.331272, 0.418728, 0.918728],[0.331272, 0.418728, 0.331272],[0.918728, 0.831272, 0.918728],[0.625, 0.125, 0.625],[0.375, 0.875, 0.375],[0, 0, 0],[0, 0.5, 0],[0.5, 0.5, 0],[0, 0.5, 0.5]",3.8106,insulator-direct,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x3,x4","13.0757,0.723342,0.775162",aflow:4397ed9a800a61af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C4Cd1K2N4_ICSD_23994,"8,2,4,8",C8Cd2K4N8,1.75104,-6.69079,-6.69079,22,0.0,"9.24589,9.24589,9.24589,60,60,60","[0.348342, 0.348342, 0.954974],[0.348342, 0.954974, 0.348342],[0.348342, 0.348342, 0.348342],[0.954974, 0.348342, 0.348342],[0.901658, 0.295026, 0.901658],[0.901658, 0.901658, 0.295026],[0.901658, 0.901658, 0.901658],[0.295026, 0.901658, 0.901658],[0, 0, 0],[0.25, 0.25, 0.25],[0.625, 0.625, 0.125],[0.625, 0.125, 0.625],[0.625, 0.625, 0.625],[0.125, 0.625, 0.625],[0.400162, 0.400162, 0.799515],[0.400162, 0.799515, 0.400162],[0.400162, 0.400162, 0.400162],[0.799515, 0.400162, 0.400162],[0.849838, 0.450485, 0.849838],[0.849838, 0.849838, 0.450485],[0.849838, 0.849838, 0.849838],[0.450485, 0.849838, 0.849838]",6.0,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",80.0,,,,,,,,
"a,x4","10.6063,0.408248",aflow:43a95bb7cd8a43ac,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Y2_ICSD_153817,"14,4,4",O14Sn4Y4,5.86971,-7.43093,-7.43093,22,0.0,"7.49976,7.49976,7.49976,60,60,60","[0.341752, 0.408248, 0.908248],[0.908248, 0.841752, 0.341752],[0.341752, 0.408248, 0.341752],[0.908248, 0.841752, 0.908248],[0.908248, 0.408248, 0.341752],[0.341752, 0.841752, 0.908248],[0.0917517, 0.158248, 0.0917517],[0.658248, 0.591752, 0.658248],[0.0917517, 0.158248, 0.658248],[0.658248, 0.591752, 0.0917517],[0.0917517, 0.591752, 0.658248],[0.658248, 0.158248, 0.0917517],[0.375, 0.875, 0.375],[0.625, 0.125, 0.625],[0, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0],[0, 0.5, 0.5],[0.5, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0.5],[0.5, 0, 0]",2.2472,insulator-direct,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,158.75,521.542,0.272128,85.3089,217.048,524.155,4.57745,3.68026e-05
"a,x4","10.4531,0.81726",aflow:455356e5dfe33177,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Os2_ICSD_159796,"4,14,4",Hg4O14Os4,10.393,-5.47961,-5.47961,22,0.530221,"7.39143,7.39143,7.39143,60,60,60","[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5],[0.5, 0, 0.5],[0.68274, 0.0672597, 0.68274],[0.0672597, 0.68274, 0.0672597],[0.0672597, 0.68274, 0.68274],[0.68274, 0.0672597, 0.0672597],[0.68274, 0.68274, 0.0672597],[0.0672597, 0.0672597, 0.68274],[0.31726, 0.93274, 0.93274],[0.93274, 0.31726, 0.31726],[0.93274, 0.31726, 0.93274],[0.31726, 0.93274, 0.31726],[0.31726, 0.31726, 0.93274],[0.93274, 0.93274, 0.31726],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0],[0, 0.5, 0]",0.0,metal,"0.046,0.048,0.051,0.048,0.178,0.161,0.183,0.183,0.163,0.147,0.183,0.183,0.161,0.178,0.163,0.147,0.165,0.165,2.219,2.194,2.167,2.195",76.0,,,,,,,,
"a,x4","10.508,0.817316",aflow:45da11711f06cd30,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2Nb2O7_ICSD_27122,"4,4,14",Cd4Nb4O14,5.98381,-6.96768,-6.96768,22,0.0,"7.43025,7.43025,7.43025,60,60,60","[0.625, 0.625, 0.125],[0.625, 0.625, 0.625],[0.125, 0.625, 0.625],[0.625, 0.125, 0.625],[0.125, 0.125, 0.625],[0.125, 0.125, 0.125],[0.625, 0.125, 0.125],[0.125, 0.625, 0.125],[0.5, 0.5, 0.5],[0.75, 0.75, 0.75],[0.192316, 0.807684, 0.807684],[0.807684, 0.192316, 0.192316],[0.807684, 0.192316, 0.807684],[0.192316, 0.807684, 0.192316],[0.192316, 0.192316, 0.807684],[0.807684, 0.807684, 0.192316],[0.0576836, 0.442316, 0.0576836],[0.442316, 0.0576836, 0.442316],[0.442316, 0.0576836, 0.0576836],[0.0576836, 0.442316, 0.442316],[0.0576836, 0.0576836, 0.442316],[0.442316, 0.442316, 0.0576836]",2.0818,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,147.989,499.656,0.274997,78.3483,199.788,554.954,5.67356,3.15246e-05
"a,x4","10.8859,0.83311",aflow:46c19ace37abc759,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce2O7Zr2_ICSD_168596,"4,14,4",Ce4O14Zr4,5.9179,-9.00725,-9.00725,22,0.18181,"7.6975,7.6975,7.6975,60,60,60","[0.5, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0],[0.5, 0, 0.5],[0.375, 0.875, 0.375],[0.625, 0.125, 0.625],[0.66689, 0.58311, 0.66689],[0.0831101, 0.16689, 0.0831101],[0.66689, 0.58311, 0.0831101],[0.0831101, 0.16689, 0.66689],[0.0831101, 0.58311, 0.66689],[0.66689, 0.16689, 0.0831101],[0.91689, 0.83311, 0.33311],[0.33311, 0.41689, 0.91689],[0.91689, 0.83311, 0.91689],[0.33311, 0.41689, 0.33311],[0.91689, 0.41689, 0.33311],[0.33311, 0.83311, 0.91689],[0, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0.5],[0, 0.5, 0]",2.9988,insulator-direct,"0.975,0.975,0.974,0.975,-0.017,-0.017,-0.002,-0.003,-0.003,-0.002,-0.003,-0.003,-0.002,-0.003,-0.003,-0.002,-0.003,-0.003,-0.001,-0.001,-0.001,-0.001",60.0,,,,,,,,
"a,x4","10.535,0.817494",aflow:465fb4e9bb6a474e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Ta2_ICSD_9715,"4,14,4",Cd4O14Ta4,7.93838,-7.38327,-7.38327,22,0.0,"7.44938,7.44938,7.44938,60,60,60","[0, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0],[0, 0.5, 0.5],[0.125, 0.625, 0.125],[0.875, 0.375, 0.875],[0.432506, 0.317494, 0.817494],[0.817494, 0.932506, 0.432506],[0.432506, 0.317494, 0.432506],[0.817494, 0.932506, 0.817494],[0.817494, 0.317494, 0.432506],[0.432506, 0.932506, 0.817494],[0.182506, 0.0674943, 0.182506],[0.567494, 0.682506, 0.567494],[0.182506, 0.0674943, 0.567494],[0.567494, 0.682506, 0.182506],[0.182506, 0.682506, 0.567494],[0.567494, 0.0674943, 0.182506],[0.5, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0.5],[0.5, 0, 0]",2.1169,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.8264,0.363044",aflow:463c5b0d17fa2d9a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_184098,"4,14,4",La4O14Zr4,5.99057,-8.5352,-8.5352,22,0.0,"7.65544,7.65544,7.65544,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.363044, 0.363044, 0.386956],[0.886956, 0.886956, 0.863044],[0.363044, 0.886956, 0.386956],[0.886956, 0.363044, 0.863044],[0.886956, 0.363044, 0.386956],[0.363044, 0.886956, 0.863044],[0.113044, 0.636956, 0.136956],[0.636956, 0.113044, 0.613044],[0.113044, 0.113044, 0.136956],[0.636956, 0.636956, 0.613044],[0.113044, 0.636956, 0.613044],[0.636956, 0.113044, 0.136956],[0.125, 0.125, 0.625],[0.875, 0.875, 0.375],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]",0.0,metal,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.2396,0.830958",aflow:474cec417886a308,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_167563,"14,4,4",O14Ti4Y4,4.77128,-8.5956,-8.5956,22,0.0,"7.2405,7.2405,7.2405,60,60,60","[0.919042, 0.330958, 0.330958],[0.330958, 0.919042, 0.919042],[0.330958, 0.919042, 0.330958],[0.919042, 0.330958, 0.919042],[0.330958, 0.330958, 0.919042],[0.919042, 0.919042, 0.330958],[0.0809585, 0.669042, 0.0809585],[0.669042, 0.0809585, 0.669042],[0.669042, 0.0809585, 0.0809585],[0.0809585, 0.669042, 0.669042],[0.669042, 0.669042, 0.0809585],[0.0809585, 0.0809585, 0.669042],[0.375, 0.375, 0.375],[0.625, 0.625, 0.625],[0, 0, 0],[0, 0, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0.5, 0, 0.5],[0, 0.5, 0.5]",3.2884,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.3438,0.822011",aflow:47d700b6c56b509e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Os2_ICSD_155766,"4,14,4",Cd4O14Os4,8.60885,-5.83499,-5.83499,22,0.54494,"7.31419,7.31419,7.31419,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.322011, 0.322011, 0.427989],[0.927989, 0.927989, 0.822011],[0.322011, 0.927989, 0.427989],[0.927989, 0.322011, 0.822011],[0.927989, 0.322011, 0.427989],[0.322011, 0.927989, 0.822011],[0.072011, 0.677989, 0.177989],[0.677989, 0.072011, 0.572011],[0.072011, 0.072011, 0.177989],[0.677989, 0.677989, 0.572011],[0.072011, 0.677989, 0.572011],[0.677989, 0.072011, 0.177989],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]",0.0,metal,"0.032,0.033,0.032,0.032,0.167,0.148,0.189,0.189,0.165,0.184,0.189,0.189,0.148,0.167,0.165,0.184,0.121,0.121,2.289,2.273,2.289,2.304",68.0,,,,,,,,
"a,x4","10.9722,0.833292",aflow:47f7fd7233cdb705,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Sn2_ICSD_24195,"4,14,4",La4O14Sn4,6.30751,-7.06209,-7.06209,22,0.0,"7.7585,7.7585,7.7585,60,60,60","[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5],[0.125, 0.125, 0.625],[0.875, 0.875, 0.375],[0.416708, 0.833292, 0.333292],[0.833292, 0.416708, 0.916708],[0.833292, 0.416708, 0.333292],[0.416708, 0.833292, 0.916708],[0.416708, 0.416708, 0.333292],[0.833292, 0.833292, 0.916708],[0.583292, 0.166708, 0.0832917],[0.166708, 0.583292, 0.666708],[0.166708, 0.583292, 0.0832917],[0.583292, 0.166708, 0.666708],[0.583292, 0.583292, 0.666708],[0.166708, 0.166708, 0.0832917],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0]",2.0853,insulator-direct,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,146.589,454.677,0.282543,74.5631,191.261,454.023,3.44255,3.93351e-05
