aflow_prototype_params_list_relax,aflow_prototype_params_values_relax,auid,aurl,compound,geometry,positions_fractional
"a,x4","10.855,0.414142",aflow:7f75c02e8947ca2d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Pr2Sn2_ICSD_82957,O14Pr4Sn4,"7.67565,7.67565,7.67565,60,60,60","[0.335858, 0.914142, 0.414142],[0.914142, 0.335858, 0.835858],[0.914142, 0.335858, 0.414142],[0.335858, 0.914142, 0.835858],[0.335858, 0.335858, 0.414142],[0.914142, 0.914142, 0.835858],[0.664142, 0.0858578, 0.164142],[0.0858578, 0.664142, 0.585858],[0.0858578, 0.664142, 0.164142],[0.664142, 0.0858578, 0.585858],[0.664142, 0.664142, 0.585858],[0.0858578, 0.0858578, 0.164142],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5]"
"a,x4","10.6051,0.841786",aflow:81c58f5faba12e54,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Y2_ICSD_24193,O14Sn4Y4,"7.49891,7.49891,7.49891,60,60,60","[0.125, 0.125, 0.625],[0.875, 0.875, 0.375],[0.408214, 0.841786, 0.341786],[0.841786, 0.408214, 0.908214],[0.841786, 0.408214, 0.341786],[0.408214, 0.841786, 0.908214],[0.408214, 0.408214, 0.341786],[0.841786, 0.841786, 0.908214],[0.591786, 0.158214, 0.0917862],[0.158214, 0.591786, 0.658214],[0.158214, 0.591786, 0.0917862],[0.591786, 0.158214, 0.658214],[0.591786, 0.591786, 0.658214],[0.158214, 0.158214, 0.0917862],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5]"
"a,x4","10.4713,0.425493",aflow:81684c85140475d2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Ti2_ICSD_180394,Bi4O14Ti4,"7.40435,7.40435,7.40435,60,60,60","[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0.324507, 0.925493, 0.425493],[0.925493, 0.324507, 0.824507],[0.925493, 0.324507, 0.425493],[0.324507, 0.925493, 0.824507],[0.324507, 0.324507, 0.425493],[0.925493, 0.925493, 0.824507],[0.675493, 0.0745069, 0.175493],[0.0745069, 0.675493, 0.574507],[0.0745069, 0.675493, 0.175493],[0.675493, 0.0745069, 0.574507],[0.675493, 0.675493, 0.574507],[0.0745069, 0.0745069, 0.175493],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5]"
"a,x4","10.9637,0.833381",aflow:81f6685e6d6272fa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Sn2_ICSD_153813,La4O14Sn4,"7.7525,7.7525,7.7525,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.333381, 0.333381, 0.416619],[0.916619, 0.916619, 0.833381],[0.333381, 0.916619, 0.416619],[0.916619, 0.333381, 0.833381],[0.916619, 0.333381, 0.416619],[0.333381, 0.916619, 0.833381],[0.0833806, 0.666619, 0.166619],[0.666619, 0.0833806, 0.583381],[0.0833806, 0.0833806, 0.166619],[0.666619, 0.666619, 0.583381],[0.0833806, 0.666619, 0.583381],[0.666619, 0.0833806, 0.166619],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.6078,0.841931",aflow:8254e3e4dbfa3d3a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Y2_ICSD_160115,O14Sn4Y4,"7.50088,7.50088,7.50088,60,60,60","[0.783069, 0.783069, 0.216931],[0.216931, 0.216931, 0.783069],[0.216931, 0.783069, 0.783069],[0.783069, 0.216931, 0.216931],[0.216931, 0.783069, 0.216931],[0.783069, 0.216931, 0.783069],[0.466931, 0.0330688, 0.0330688],[0.0330688, 0.466931, 0.466931],[0.0330688, 0.0330688, 0.466931],[0.466931, 0.466931, 0.0330688],[0.0330688, 0.466931, 0.0330688],[0.466931, 0.0330688, 0.466931],[0.5, 0.5, 0.5],[0.75, 0.75, 0.75],[0.125, 0.625, 0.125],[0.125, 0.125, 0.125],[0.125, 0.125, 0.625],[0.625, 0.125, 0.125],[0.625, 0.125, 0.625],[0.625, 0.625, 0.625],[0.625, 0.625, 0.125],[0.125, 0.625, 0.625]"
"a,x4","9.7751,0.414074",aflow:82f25b8da0ba88ae,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn2O7Sc2_ICSD_83277,Mn4O14Sc4,"6.91203,6.91203,6.91203,60,60,60","[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0.0859263, 0.664074, 0.585926],[0.664074, 0.0859263, 0.164074],[0.664074, 0.0859263, 0.585926],[0.0859263, 0.664074, 0.164074],[0.664074, 0.664074, 0.585926],[0.0859263, 0.0859263, 0.164074],[0.914074, 0.335926, 0.414074],[0.335926, 0.914074, 0.835926],[0.914074, 0.914074, 0.835926],[0.335926, 0.335926, 0.414074],[0.914074, 0.335926, 0.835926],[0.335926, 0.914074, 0.414074],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0]"
"a,x4","10.4064,0.412527",aflow:84dc0cb5db934f78,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mo2O7Tb2_ICSD_159772,Mo4O14Tb4,"7.35845,7.35845,7.35845,60,60,60","[0, 0, 0],[0, 0, 0.5],[0, 0.5, 0.5],[0.5, 0, 0.5],[0.0874734, 0.662527, 0.587473],[0.662527, 0.0874734, 0.162527],[0.662527, 0.0874734, 0.587473],[0.0874734, 0.662527, 0.162527],[0.662527, 0.662527, 0.587473],[0.0874734, 0.0874734, 0.162527],[0.912527, 0.337473, 0.837473],[0.337473, 0.912527, 0.412527],[0.337473, 0.912527, 0.837473],[0.912527, 0.337473, 0.412527],[0.337473, 0.337473, 0.412527],[0.912527, 0.912527, 0.837473],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0.5, 0, 0],[0, 0.5, 0]"
"a,x4","10.4462,0.422514",aflow:84de0515704a30c3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Eu2Ir2O7_ICSD_156437,Eu4Ir4O14,"7.38659,7.38659,7.38659,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0, 0],[0, 0, 0.5],[0, 0, 0],[0, 0.5, 0],[0, 0.5, 0.5],[0.5, 0.5, 0],[0.922514, 0.422514, 0.327486],[0.327486, 0.827486, 0.922514],[0.327486, 0.422514, 0.922514],[0.922514, 0.827486, 0.327486],[0.327486, 0.422514, 0.327486],[0.922514, 0.827486, 0.922514],[0.0774861, 0.172514, 0.672514],[0.672514, 0.577486, 0.0774861],[0.672514, 0.172514, 0.0774861],[0.0774861, 0.577486, 0.672514],[0.672514, 0.577486, 0.672514],[0.0774861, 0.172514, 0.0774861],[0.375, 0.875, 0.375],[0.625, 0.125, 0.625]"
"a,x4","10.2535,0.419108",aflow:85eca6ecf13ac5bd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Tb2Ti2_ICSD_159783,O14Tb4Ti4,"7.25034,7.25034,7.25034,60,60,60","[0.669108, 0.080892, 0.580892],[0.080892, 0.669108, 0.169108],[0.669108, 0.669108, 0.580892],[0.080892, 0.080892, 0.169108],[0.080892, 0.669108, 0.580892],[0.669108, 0.080892, 0.169108],[0.919108, 0.919108, 0.830892],[0.330892, 0.330892, 0.419108],[0.919108, 0.330892, 0.830892],[0.330892, 0.919108, 0.419108],[0.919108, 0.330892, 0.419108],[0.330892, 0.919108, 0.830892],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5]"
"a,x4","10.2414,0.83098",aflow:8673f401144ed031,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_14242,O14Ti4Y4,"7.24178,7.24178,7.24178,60,60,60","[0.375, 0.875, 0.375],[0.625, 0.125, 0.625],[0.91902, 0.83098, 0.33098],[0.33098, 0.41902, 0.91902],[0.91902, 0.83098, 0.91902],[0.33098, 0.41902, 0.33098],[0.33098, 0.83098, 0.91902],[0.91902, 0.41902, 0.33098],[0.66902, 0.58098, 0.66902],[0.0809799, 0.16902, 0.0809799],[0.66902, 0.58098, 0.0809799],[0.0809799, 0.16902, 0.66902],[0.66902, 0.16902, 0.0809799],[0.0809799, 0.58098, 0.66902],[0, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0],[0, 0.5, 0.5],[0.5, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0.5],[0.5, 0, 0]"
"a,x4","10.5427,0.830546",aflow:862cf91b51080062,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Os2_ICSD_161105,Bi4O14Os4,"7.45481,7.45481,7.45481,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.330546, 0.330546, 0.419454],[0.919454, 0.919454, 0.830546],[0.330546, 0.919454, 0.419454],[0.919454, 0.330546, 0.830546],[0.919454, 0.330546, 0.419454],[0.330546, 0.919454, 0.830546],[0.0805458, 0.669454, 0.169454],[0.669454, 0.0805458, 0.580546],[0.0805458, 0.0805458, 0.169454],[0.669454, 0.669454, 0.580546],[0.0805458, 0.669454, 0.580546],[0.669454, 0.0805458, 0.169454],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.5256,0.412685",aflow:868f500a39cc59bb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hf2O7Y2_ICSD_153819,Hf4O14Y4,"7.4427,7.4427,7.4427,60,60,60","[0, 0, 0],[0, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.0873147, 0.587315, 0.662685],[0.662685, 0.162685, 0.0873147],[0.662685, 0.587315, 0.662685],[0.0873147, 0.162685, 0.0873147],[0.662685, 0.587315, 0.0873147],[0.0873147, 0.162685, 0.662685],[0.912685, 0.837315, 0.912685],[0.337315, 0.412685, 0.337315],[0.337315, 0.837315, 0.912685],[0.912685, 0.412685, 0.337315],[0.337315, 0.412685, 0.912685],[0.912685, 0.837315, 0.337315],[0.625, 0.125, 0.625],[0.375, 0.875, 0.375],[0.5, 0.5, 0.5],[0.5, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5]"
"a,x4","10.1113,0.887066",aflow:8914bb62219de8c7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7V2Y2_ICSD_160600,O14V4Y4,"7.14976,7.14976,7.14976,60,60,60","[0.362934, 0.387066, 0.387066],[0.887066, 0.862934, 0.862934],[0.362934, 0.387066, 0.862934],[0.887066, 0.862934, 0.387066],[0.362934, 0.862934, 0.387066],[0.887066, 0.387066, 0.862934],[0.112934, 0.137066, 0.612934],[0.637066, 0.612934, 0.137066],[0.112934, 0.137066, 0.137066],[0.637066, 0.612934, 0.612934],[0.637066, 0.137066, 0.612934],[0.112934, 0.612934, 0.137066],[0.875, 0.375, 0.375],[0.125, 0.625, 0.625],[0.5, 0.5, 0.5],[0, 0, 0.5],[0, 0.5, 0],[0, 0.5, 0.5],[0, 0, 0],[0.5, 0.5, 0],[0.5, 0, 0.5],[0.5, 0, 0]"
"a,x4","10.1366,0.416742",aflow:890ed27bdf516d24,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Yb2_ICSD_188872,O14Ti4Yb4,"7.16764,7.16764,7.16764,60,60,60","[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0.916742, 0.333258, 0.416742],[0.333258, 0.916742, 0.833258],[0.333258, 0.333258, 0.416742],[0.916742, 0.916742, 0.833258],[0.333258, 0.916742, 0.416742],[0.916742, 0.333258, 0.833258],[0.0832579, 0.0832579, 0.166742],[0.666742, 0.666742, 0.583258],[0.666742, 0.0832579, 0.166742],[0.0832579, 0.666742, 0.583258],[0.666742, 0.0832579, 0.583258],[0.0832579, 0.666742, 0.166742],[0, 0, 0],[0, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0.5],[0.5, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0]"
"a,x4","10.8432,0.835129",aflow:898a48d440cfd173,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Sn2_ICSD_84793,Bi4O14Sn4,"7.66731,7.66731,7.66731,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.335129, 0.335129, 0.414871],[0.914871, 0.914871, 0.835129],[0.335129, 0.914871, 0.414871],[0.914871, 0.335129, 0.835129],[0.914871, 0.335129, 0.414871],[0.335129, 0.914871, 0.835129],[0.0851285, 0.664871, 0.164871],[0.664871, 0.0851285, 0.585129],[0.0851285, 0.0851285, 0.164871],[0.664871, 0.664871, 0.585129],[0.0851285, 0.664871, 0.585129],[0.664871, 0.0851285, 0.164871],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.4019,0.818005",aflow:8a26312f862c053c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Ru2_ICSD_420818,Hg4O14Ru4,"7.35527,7.35527,7.35527,60,60,60","[0.5, 0.5, 0.5],[0, 0, 0.5],[0, 0.5, 0],[0, 0.5, 0.5],[0.431995, 0.318005, 0.318005],[0.818005, 0.931995, 0.931995],[0.431995, 0.318005, 0.931995],[0.818005, 0.931995, 0.318005],[0.431995, 0.931995, 0.318005],[0.818005, 0.318005, 0.931995],[0.181995, 0.0680052, 0.681995],[0.568005, 0.681995, 0.0680052],[0.181995, 0.0680052, 0.0680052],[0.568005, 0.681995, 0.681995],[0.568005, 0.0680052, 0.681995],[0.181995, 0.681995, 0.0680052],[0.875, 0.375, 0.375],[0.125, 0.625, 0.625],[0, 0, 0],[0.5, 0.5, 0],[0.5, 0, 0.5],[0.5, 0, 0]"
"a,x4","10.5894,0.842355",aflow:8f55b8fd8c7100a5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy2O7Sn2_ICSD_82960,Dy4O14Sn4,"7.48785,7.48785,7.48785,60,60,60","[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5],[0.5, 0, 0.5],[0.657645, 0.0923546, 0.657645],[0.0923546, 0.657645, 0.0923546],[0.0923546, 0.657645, 0.657645],[0.657645, 0.0923546, 0.0923546],[0.657645, 0.657645, 0.0923546],[0.0923546, 0.0923546, 0.657645],[0.342355, 0.907645, 0.907645],[0.907645, 0.342355, 0.342355],[0.907645, 0.342355, 0.907645],[0.342355, 0.907645, 0.342355],[0.342355, 0.342355, 0.907645],[0.907645, 0.907645, 0.342355],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0],[0, 0.5, 0]"
"a,x4","10.2392,0.830998",aflow:8fd5e0c67bc9a341,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_157666,O14Ti4Y4,"7.24019,7.24019,7.24019,60,60,60","[0.919002, 0.330998, 0.330998],[0.330998, 0.919002, 0.919002],[0.330998, 0.919002, 0.330998],[0.919002, 0.330998, 0.919002],[0.330998, 0.330998, 0.919002],[0.919002, 0.919002, 0.330998],[0.0809981, 0.669002, 0.0809981],[0.669002, 0.0809981, 0.669002],[0.669002, 0.0809981, 0.0809981],[0.0809981, 0.669002, 0.669002],[0.669002, 0.669002, 0.0809981],[0.0809981, 0.0809981, 0.669002],[0.375, 0.375, 0.375],[0.625, 0.625, 0.625],[0, 0, 0],[0, 0, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0.5, 0, 0.5],[0, 0.5, 0.5]"
"a,x4","10.8856,0.416847",aflow:92d8cad426eb934c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce2O7Zr2_ICSD_168599,Ce4O14Zr4,"7.6973,7.6973,7.6973,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0.666847, 0.0831526, 0.583153],[0.0831526, 0.666847, 0.166847],[0.666847, 0.666847, 0.583153],[0.0831526, 0.0831526, 0.166847],[0.0831526, 0.666847, 0.583153],[0.666847, 0.0831526, 0.166847],[0.916847, 0.916847, 0.833153],[0.333153, 0.333153, 0.416847],[0.916847, 0.333153, 0.833153],[0.333153, 0.916847, 0.416847],[0.916847, 0.333153, 0.416847],[0.333153, 0.916847, 0.833153],[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5]"
"a,x4","10.2522,0.830801",aflow:92fdf2a76f818ea0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Tb2Ti2_ICSD_159781,O14Tb4Ti4,"7.24941,7.24941,7.24941,60,60,60","[0.330801, 0.330801, 0.419199],[0.919199, 0.919199, 0.830801],[0.330801, 0.919199, 0.419199],[0.919199, 0.330801, 0.830801],[0.919199, 0.330801, 0.419199],[0.330801, 0.919199, 0.830801],[0.0808013, 0.669199, 0.169199],[0.669199, 0.0808013, 0.580801],[0.0808013, 0.0808013, 0.169199],[0.669199, 0.669199, 0.580801],[0.0808013, 0.669199, 0.580801],[0.669199, 0.0808013, 0.169199],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.238,0.879468",aflow:94728fb708ce29e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Pt2Sb2_ICSD_108965,O14Pt4Sb4,"7.23937,7.23937,7.23937,60,60,60","[0.745532, 0.745532, 0.254468],[0.254468, 0.254468, 0.745532],[0.745532, 0.254468, 0.254468],[0.254468, 0.745532, 0.745532],[0.745532, 0.254468, 0.745532],[0.254468, 0.745532, 0.254468],[0.995532, 0.504468, 0.504468],[0.504468, 0.995532, 0.995532],[0.995532, 0.995532, 0.504468],[0.504468, 0.504468, 0.995532],[0.504468, 0.995532, 0.504468],[0.995532, 0.504468, 0.995532],[0.5, 0.5, 0.5],[0.75, 0.75, 0.75],[0.625, 0.125, 0.125],[0.125, 0.125, 0.625],[0.125, 0.125, 0.125],[0.125, 0.625, 0.125],[0.125, 0.625, 0.625],[0.625, 0.625, 0.125],[0.625, 0.625, 0.625],[0.625, 0.125, 0.625]"
"a,x4","10.5348,0.817453",aflow:95df745382b87aa8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Ta2_ICSD_75605,Cd4O14Ta4,"7.44924,7.44924,7.44924,60,60,60","[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5],[0.125, 0.125, 0.625],[0.875, 0.875, 0.375],[0.432547, 0.817453, 0.317453],[0.817453, 0.432547, 0.932547],[0.817453, 0.432547, 0.317453],[0.432547, 0.817453, 0.932547],[0.432547, 0.432547, 0.317453],[0.817453, 0.817453, 0.932547],[0.567453, 0.182547, 0.067453],[0.182547, 0.567453, 0.682547],[0.182547, 0.567453, 0.067453],[0.567453, 0.182547, 0.682547],[0.567453, 0.567453, 0.682547],[0.182547, 0.182547, 0.067453],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0]"
"a,x4","10.8425,0.415872",aflow:9635731f54f1b55c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Pr2Zr2_ICSD_249972,O14Pr4Zr4,"7.66678,7.66678,7.66678,60,60,60","[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0.665872, 0.0841283, 0.584128],[0.0841283, 0.665872, 0.165872],[0.665872, 0.665872, 0.584128],[0.0841283, 0.0841283, 0.165872],[0.0841283, 0.665872, 0.584128],[0.665872, 0.0841283, 0.165872],[0.915872, 0.915872, 0.834128],[0.334128, 0.334128, 0.415872],[0.915872, 0.334128, 0.834128],[0.334128, 0.915872, 0.415872],[0.915872, 0.334128, 0.415872],[0.334128, 0.915872, 0.834128],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5]"
"a,x4","9.9716,0.834547",aflow:97ee8a2a54b05f15,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Lu2O7V2_ICSD_32688,Lu4O14V4,"7.05099,7.05099,7.05099,60,60,60","[0, 0, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0.5, 0, 0.5],[0.665453, 0.165453, 0.584547],[0.0845468, 0.584547, 0.165453],[0.665453, 0.584547, 0.165453],[0.0845468, 0.165453, 0.584547],[0.665453, 0.584547, 0.584547],[0.0845468, 0.165453, 0.165453],[0.334547, 0.834547, 0.415453],[0.915453, 0.415453, 0.834547],[0.915453, 0.834547, 0.834547],[0.334547, 0.415453, 0.415453],[0.915453, 0.834547, 0.415453],[0.334547, 0.415453, 0.834547],[0.375, 0.875, 0.875],[0.625, 0.125, 0.125],[0.5, 0.5, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0, 0.5, 0]"
"a,x4","10.5876,0.407634",aflow:98284134b8c2cfdc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy2O7Sn2_ICSD_162368,Dy4O14Sn4,"7.48659,7.48659,7.48659,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0.0923656, 0.592366, 0.657634],[0.657634, 0.157634, 0.0923656],[0.657634, 0.592366, 0.657634],[0.0923656, 0.157634, 0.0923656],[0.657634, 0.592366, 0.0923656],[0.0923656, 0.157634, 0.657634],[0.907634, 0.842366, 0.907634],[0.342366, 0.407634, 0.342366],[0.342366, 0.842366, 0.907634],[0.907634, 0.407634, 0.342366],[0.342366, 0.407634, 0.907634],[0.907634, 0.842366, 0.342366],[0.625, 0.125, 0.625],[0.375, 0.875, 0.375],[0, 0, 0],[0, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0]"
"a,x4","10.4782,0.414666",aflow:9985133e032e8bb7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2Mo2O7_ICSD_159776,Gd4Mo4O14,"7.4092,7.4092,7.4092,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0, 0],[0, 0, 0.5],[0, 0, 0],[0, 0.5, 0],[0, 0.5, 0.5],[0.5, 0.5, 0],[0.914666, 0.414666, 0.335334],[0.335334, 0.835334, 0.914666],[0.335334, 0.414666, 0.914666],[0.914666, 0.835334, 0.335334],[0.335334, 0.414666, 0.335334],[0.914666, 0.835334, 0.914666],[0.0853341, 0.164666, 0.664666],[0.664666, 0.585334, 0.0853341],[0.664666, 0.164666, 0.0853341],[0.0853341, 0.585334, 0.664666],[0.664666, 0.585334, 0.664666],[0.0853341, 0.164666, 0.0853341],[0.375, 0.875, 0.375],[0.625, 0.125, 0.625]"
"a,x4","10.8842,0.417024",aflow:9989cc43749eca33,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce2O7Zr2_ICSD_168597,Ce4O14Zr4,"7.69627,7.69627,7.69627,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0.5],[0, 0.5, 0],[0, 0, 0.5],[0.875, 0.375, 0.375],[0.125, 0.625, 0.625],[0.582976, 0.0829757, 0.667024],[0.167024, 0.667024, 0.0829757],[0.582976, 0.667024, 0.0829757],[0.167024, 0.0829757, 0.667024],[0.582976, 0.667024, 0.667024],[0.167024, 0.0829757, 0.0829757],[0.832976, 0.917024, 0.332976],[0.417024, 0.332976, 0.917024],[0.832976, 0.332976, 0.917024],[0.417024, 0.917024, 0.332976],[0.417024, 0.332976, 0.332976],[0.832976, 0.917024, 0.917024],[0, 0, 0],[0.5, 0, 0],[0.5, 0, 0.5],[0.5, 0.5, 0]"
"a,x4","10.4773,0.835642",aflow:99c264e2a06a03e4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2Mo2O7_ICSD_159777,Gd4Mo4O14,"7.40856,7.40856,7.40856,60,60,60","[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5],[0.5, 0, 0.5],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0],[0, 0.5, 0],[0.664358, 0.0856425, 0.664358],[0.0856425, 0.664358, 0.0856425],[0.0856425, 0.664358, 0.664358],[0.664358, 0.0856425, 0.0856425],[0.664358, 0.664358, 0.0856425],[0.0856425, 0.0856425, 0.664358],[0.335642, 0.914358, 0.914358],[0.914358, 0.335642, 0.335642],[0.914358, 0.335642, 0.914358],[0.335642, 0.914358, 0.335642],[0.335642, 0.335642, 0.914358],[0.914358, 0.914358, 0.335642],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375]"
"a,x4","10.5171,0.823293",aflow:9aafb282b4f515eb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Hg2Ni2O1_ICSD_27329,F12Hg4Ni4O2,"7.4367,7.4367,7.4367,60,60,60","[0.926707, 0.323293, 0.323293],[0.323293, 0.926707, 0.926707],[0.323293, 0.926707, 0.323293],[0.926707, 0.323293, 0.926707],[0.323293, 0.323293, 0.926707],[0.926707, 0.926707, 0.323293],[0.0732932, 0.676707, 0.0732932],[0.676707, 0.0732932, 0.676707],[0.676707, 0.0732932, 0.0732932],[0.0732932, 0.676707, 0.676707],[0.676707, 0.676707, 0.0732932],[0.0732932, 0.0732932, 0.676707],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0],[0, 0, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.375, 0.375, 0.375],[0.625, 0.625, 0.625]"
