aflow_prototype_params_list_relax,aflow_prototype_params_values_relax,auid,aurl,compound,geometry,positions_fractional
"a,x4","10.0566,0.41755",aflow:15306e405a40d418,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er2O7V2_ICSD_160866,Er4O14V4,"7.1111,7.1111,7.1111,60,60,60","[0, 0, 0],[0.5, 0, 0],[0, 0.5, 0],[0, 0, 0.5],[0.58245, 0.58245, 0.16755],[0.16755, 0.16755, 0.58245],[0.58245, 0.16755, 0.58245],[0.16755, 0.58245, 0.16755],[0.16755, 0.58245, 0.58245],[0.58245, 0.16755, 0.16755],[0.83245, 0.41755, 0.83245],[0.41755, 0.83245, 0.41755],[0.83245, 0.83245, 0.41755],[0.41755, 0.41755, 0.83245],[0.83245, 0.41755, 0.41755],[0.41755, 0.83245, 0.83245],[0.875, 0.875, 0.875],[0.125, 0.125, 0.125],[0.5, 0.5, 0.5],[0, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0]"
"a,x4","10.855,0.414142",aflow:151fad1cd73ac6ff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Pr2Sn2_ICSD_84744,O14Pr4Sn4,"7.67565,7.67565,7.67565,60,60,60","[0.335858, 0.914142, 0.414142],[0.914142, 0.335858, 0.835858],[0.914142, 0.335858, 0.414142],[0.335858, 0.914142, 0.835858],[0.335858, 0.335858, 0.414142],[0.914142, 0.914142, 0.835858],[0.664142, 0.0858578, 0.164142],[0.0858578, 0.664142, 0.585858],[0.0858578, 0.664142, 0.164142],[0.664142, 0.0858578, 0.585858],[0.664142, 0.664142, 0.585858],[0.0858578, 0.0858578, 0.164142],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5]"
"a,x4","10.3427,0.822018",aflow:15ae777e26b8ed99,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Os2_ICSD_155771,Cd4O14Os4,"7.31337,7.31337,7.31337,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.322018, 0.322018, 0.427982],[0.927982, 0.927982, 0.822018],[0.322018, 0.927982, 0.427982],[0.927982, 0.322018, 0.822018],[0.927982, 0.322018, 0.427982],[0.322018, 0.927982, 0.822018],[0.0720178, 0.677982, 0.177982],[0.677982, 0.0720178, 0.572018],[0.0720178, 0.0720178, 0.177982],[0.677982, 0.677982, 0.572018],[0.0720178, 0.677982, 0.572018],[0.677982, 0.0720178, 0.177982],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.2515,0.419145",aflow:1a1f97538dbfcd5d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Tb2Ti2_ICSD_159782,O14Tb4Ti4,"7.24894,7.24894,7.24894,60,60,60","[0.669145, 0.0808549, 0.580855],[0.0808549, 0.669145, 0.169145],[0.669145, 0.669145, 0.580855],[0.0808549, 0.0808549, 0.169145],[0.0808549, 0.669145, 0.580855],[0.669145, 0.0808549, 0.169145],[0.919145, 0.919145, 0.830855],[0.330855, 0.330855, 0.419145],[0.919145, 0.330855, 0.830855],[0.330855, 0.919145, 0.419145],[0.919145, 0.330855, 0.419145],[0.330855, 0.919145, 0.830855],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5]"
"a,x4","10.8866,0.833166",aflow:1b18bb6ddec219e1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce2O7Zr2_ICSD_168600,Ce4O14Zr4,"7.69801,7.69801,7.69801,60,60,60","[0.5, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0],[0.5, 0, 0.5],[0.375, 0.875, 0.375],[0.625, 0.125, 0.625],[0.666834, 0.583166, 0.666834],[0.0831657, 0.166834, 0.0831657],[0.666834, 0.583166, 0.0831657],[0.0831657, 0.166834, 0.666834],[0.0831657, 0.583166, 0.666834],[0.666834, 0.166834, 0.0831657],[0.916834, 0.833166, 0.333166],[0.333166, 0.416834, 0.916834],[0.916834, 0.833166, 0.916834],[0.333166, 0.416834, 0.333166],[0.916834, 0.416834, 0.333166],[0.333166, 0.833166, 0.916834],[0, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0.5],[0, 0.5, 0]"
"a,x4","10.4531,0.817257",aflow:1b8f86be95bc181e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Os2_ICSD_159797,Hg4O14Os4,"7.39146,7.39146,7.39146,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.317257, 0.317257, 0.432743],[0.932743, 0.932743, 0.817257],[0.317257, 0.932743, 0.432743],[0.932743, 0.317257, 0.817257],[0.932743, 0.317257, 0.432743],[0.317257, 0.932743, 0.817257],[0.0672567, 0.682743, 0.182743],[0.682743, 0.0672567, 0.567257],[0.0672567, 0.0672567, 0.182743],[0.682743, 0.682743, 0.567257],[0.0672567, 0.682743, 0.567257],[0.682743, 0.0672567, 0.182743],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.6808,0.839982",aflow:1bd337a4b406d822,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2O7Sn2_ICSD_84753,Gd4O14Sn4,"7.55246,7.55246,7.55246,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5],[0.0899821, 0.660018, 0.660018],[0.660018, 0.0899821, 0.0899821],[0.660018, 0.660018, 0.0899821],[0.0899821, 0.0899821, 0.660018],[0.660018, 0.0899821, 0.660018],[0.0899821, 0.660018, 0.0899821],[0.910018, 0.910018, 0.339982],[0.339982, 0.339982, 0.910018],[0.339982, 0.910018, 0.910018],[0.910018, 0.339982, 0.339982],[0.339982, 0.910018, 0.339982],[0.910018, 0.339982, 0.910018],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375],[0, 0, 0],[0, 0.5, 0],[0, 0, 0.5],[0.5, 0, 0]"
"a,x4","10.509,0.432754",aflow:1cb434fbbae8abfa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2Nb2O7_ICSD_9714,Cd4Nb4O14,"7.43096,7.43096,7.43096,60,60,60","[0, 0, 0],[0.5, 0, 0],[0, 0.5, 0],[0, 0, 0.5],[0.5, 0.5, 0.5],[0, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0],[0.875, 0.875, 0.875],[0.125, 0.125, 0.125],[0.567246, 0.567246, 0.182754],[0.182754, 0.182754, 0.567246],[0.567246, 0.182754, 0.567246],[0.182754, 0.567246, 0.182754],[0.182754, 0.567246, 0.567246],[0.567246, 0.182754, 0.182754],[0.817246, 0.432754, 0.817246],[0.432754, 0.817246, 0.432754],[0.817246, 0.817246, 0.432754],[0.432754, 0.432754, 0.817246],[0.817246, 0.432754, 0.432754],[0.432754, 0.817246, 0.817246]"
"a,x4","10.2423,0.830875",aflow:1df6f77ee78226a6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_15633,O14Ti4Y4,"7.24237,7.24237,7.24237,60,60,60","[0.669125, 0.0808746, 0.169125],[0.0808746, 0.669125, 0.580875],[0.0808746, 0.669125, 0.169125],[0.669125, 0.0808746, 0.580875],[0.0808746, 0.0808746, 0.169125],[0.669125, 0.669125, 0.580875],[0.330875, 0.919125, 0.419125],[0.919125, 0.330875, 0.830875],[0.919125, 0.330875, 0.419125],[0.330875, 0.919125, 0.830875],[0.919125, 0.919125, 0.830875],[0.330875, 0.330875, 0.419125],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0, 0, 0],[0, 0, 0.5],[0, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0.5, 0, 0],[0, 0.5, 0]"
"a,x4","10.1665,0.831106",aflow:20c791ce08b3aaab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co2O7Sb2_ICSD_247302,Co4O14Sb4,"7.1888,7.1888,7.1888,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.331106, 0.331106, 0.418894],[0.918894, 0.918894, 0.831106],[0.331106, 0.918894, 0.418894],[0.918894, 0.331106, 0.831106],[0.918894, 0.331106, 0.418894],[0.331106, 0.918894, 0.831106],[0.0811061, 0.668894, 0.168894],[0.668894, 0.0811061, 0.581106],[0.0811061, 0.0811061, 0.168894],[0.668894, 0.668894, 0.581106],[0.0811061, 0.668894, 0.581106],[0.668894, 0.0811061, 0.168894],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.5017,0.838027",aflow:213fbef41f8612df,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy2Hf2O7_ICSD_162004,Dy4Hf4O14,"7.4258,7.4258,7.4258,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5],[0.338027, 0.338027, 0.411973],[0.911973, 0.911973, 0.838027],[0.338027, 0.911973, 0.411973],[0.911973, 0.338027, 0.838027],[0.911973, 0.338027, 0.411973],[0.338027, 0.911973, 0.838027],[0.0880271, 0.661973, 0.161973],[0.661973, 0.0880271, 0.588027],[0.0880271, 0.0880271, 0.161973],[0.661973, 0.661973, 0.588027],[0.0880271, 0.661973, 0.588027],[0.661973, 0.0880271, 0.161973],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125]"
"a,x4","10.3439,0.427989",aflow:22f5cb84ee0d48e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Os2_ICSD_155765,Cd4O14Os4,"7.31421,7.31421,7.31421,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0, 0.5, 0.5],[0, 0, 0.5],[0.427989, 0.927989, 0.322011],[0.822011, 0.322011, 0.927989],[0.427989, 0.322011, 0.322011],[0.822011, 0.927989, 0.927989],[0.427989, 0.322011, 0.927989],[0.822011, 0.927989, 0.322011],[0.177989, 0.0720107, 0.0720107],[0.572011, 0.677989, 0.677989],[0.177989, 0.677989, 0.0720107],[0.572011, 0.0720107, 0.677989],[0.572011, 0.677989, 0.0720107],[0.177989, 0.0720107, 0.677989],[0.875, 0.375, 0.375],[0.125, 0.625, 0.625],[0, 0, 0],[0.5, 0, 0.5],[0.5, 0, 0],[0.5, 0.5, 0]"
"a,x4","10.3749,0.819842",aflow:2244fd8fc6042b21,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Re2_ICSD_28445,Cd4O14Re4,"7.33616,7.33616,7.33616,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5],[0.5, 0.5, 0],[0.319842, 0.319842, 0.930158],[0.930158, 0.930158, 0.319842],[0.930158, 0.319842, 0.319842],[0.319842, 0.930158, 0.930158],[0.319842, 0.930158, 0.319842],[0.930158, 0.319842, 0.930158],[0.680158, 0.0698415, 0.0698415],[0.0698415, 0.680158, 0.680158],[0.0698415, 0.0698415, 0.680158],[0.680158, 0.680158, 0.0698415],[0.680158, 0.0698415, 0.680158],[0.0698415, 0.680158, 0.0698415],[0.375, 0.375, 0.375],[0.625, 0.625, 0.625],[0, 0, 0],[0, 0.5, 0],[0.5, 0, 0],[0, 0, 0.5]"
"a,x4","10.2514,0.419154",aflow:23120c71c0b95db2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Tb2Ti2_ICSD_159785,O14Tb4Ti4,"7.24883,7.24883,7.24883,60,60,60","[0.669154, 0.580846, 0.0808465],[0.0808465, 0.169154, 0.669154],[0.0808465, 0.580846, 0.669154],[0.669154, 0.169154, 0.0808465],[0.669154, 0.580846, 0.669154],[0.0808465, 0.169154, 0.0808465],[0.330846, 0.830846, 0.919154],[0.919154, 0.419154, 0.330846],[0.919154, 0.830846, 0.330846],[0.330846, 0.419154, 0.919154],[0.330846, 0.419154, 0.330846],[0.919154, 0.830846, 0.919154],[0.625, 0.125, 0.625],[0.375, 0.875, 0.375],[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0, 0, 0.5],[0.5, 0, 0],[0, 0, 0],[0, 0.5, 0],[0.5, 0.5, 0],[0, 0.5, 0.5]"
"a,x4","10.1389,0.83264",aflow:2351290d30c636b9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Yb2_ICSD_186196,O14Ti4Yb4,"7.16932,7.16932,7.16932,60,60,60","[0.0826402, 0.66736, 0.66736],[0.66736, 0.0826402, 0.0826402],[0.66736, 0.66736, 0.0826402],[0.0826402, 0.0826402, 0.66736],[0.66736, 0.0826402, 0.66736],[0.0826402, 0.66736, 0.0826402],[0.91736, 0.91736, 0.33264],[0.33264, 0.33264, 0.91736],[0.33264, 0.91736, 0.91736],[0.91736, 0.33264, 0.33264],[0.33264, 0.91736, 0.33264],[0.91736, 0.33264, 0.91736],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375],[0, 0, 0],[0, 0.5, 0],[0, 0, 0.5],[0.5, 0, 0],[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5]"
"a,x4","10.9524,0.831232",aflow:230367ea2c50156c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_154752,La4O14Zr4,"7.74453,7.74453,7.74453,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.331232, 0.331232, 0.418768],[0.918768, 0.918768, 0.831232],[0.331232, 0.918768, 0.418768],[0.918768, 0.331232, 0.831232],[0.918768, 0.331232, 0.418768],[0.331232, 0.918768, 0.831232],[0.0812324, 0.668768, 0.168768],[0.668768, 0.0812324, 0.581232],[0.0812324, 0.0812324, 0.168768],[0.668768, 0.668768, 0.581232],[0.0812324, 0.668768, 0.581232],[0.668768, 0.0812324, 0.168768],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.9503,0.418758",aflow:247bbd3ebc05c5d2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_153222,La4O14Zr4,"7.74303,7.74303,7.74303,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0],[0.918758, 0.331242, 0.418758],[0.331242, 0.918758, 0.831242],[0.331242, 0.331242, 0.418758],[0.918758, 0.918758, 0.831242],[0.331242, 0.918758, 0.418758],[0.918758, 0.331242, 0.831242],[0.0812423, 0.0812423, 0.168758],[0.668758, 0.668758, 0.581242],[0.668758, 0.0812423, 0.168758],[0.0812423, 0.668758, 0.581242],[0.668758, 0.0812423, 0.581242],[0.0812423, 0.668758, 0.168758],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0.5]"
"a,x4","10.5356,0.817428",aflow:2507c8eba74d0028,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Ta2_ICSD_77061,Cd4O14Ta4,"7.44982,7.44982,7.44982,60,60,60","[0.875, 0.375, 0.375],[0.375, 0.875, 0.375],[0.375, 0.375, 0.375],[0.375, 0.375, 0.875],[0.5, 0.5, 0.5],[0.25, 0.25, 0.25],[0.192428, 0.807572, 0.192428],[0.807572, 0.192428, 0.807572],[0.192428, 0.807572, 0.807572],[0.807572, 0.192428, 0.192428],[0.192428, 0.192428, 0.807572],[0.807572, 0.807572, 0.192428],[0.942428, 0.557572, 0.557572],[0.557572, 0.942428, 0.942428],[0.942428, 0.557572, 0.942428],[0.557572, 0.942428, 0.557572],[0.557572, 0.557572, 0.942428],[0.942428, 0.942428, 0.557572],[0.375, 0.875, 0.875],[0.875, 0.375, 0.875],[0.875, 0.875, 0.875],[0.875, 0.875, 0.375]"
"a,x4","10.2422,0.419285",aflow:263678ba745fc81c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_24206,O14Ti4Y4,"7.24231,7.24231,7.24231,60,60,60","[0.875, 0.375, 0.875],[0.125, 0.625, 0.125],[0.580715, 0.669285, 0.580715],[0.169285, 0.0807146, 0.169285],[0.580715, 0.669285, 0.169285],[0.169285, 0.0807146, 0.580715],[0.169285, 0.669285, 0.580715],[0.580715, 0.0807146, 0.169285],[0.830715, 0.919285, 0.419285],[0.419285, 0.330715, 0.830715],[0.830715, 0.919285, 0.830715],[0.419285, 0.330715, 0.419285],[0.830715, 0.330715, 0.419285],[0.419285, 0.919285, 0.830715],[0.5, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0],[0.5, 0, 0.5],[0, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0.5],[0, 0.5, 0]"
"a,x4","10.2211,0.892333",aflow:27893b56ecab0821,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2Nb2O7_ICSD_33672,Cd4Nb4O14,"7.22743,7.22743,7.22743,60,60,60","[0.875, 0.875, 0.375],[0.375, 0.875, 0.875],[0.875, 0.875, 0.875],[0.875, 0.375, 0.875],[0.375, 0.375, 0.875],[0.875, 0.375, 0.375],[0.375, 0.375, 0.375],[0.375, 0.875, 0.375],[0.5, 0.5, 0.5],[0.25, 0.25, 0.25],[0.732667, 0.267333, 0.267333],[0.267333, 0.732667, 0.732667],[0.732667, 0.732667, 0.267333],[0.267333, 0.267333, 0.732667],[0.267333, 0.732667, 0.267333],[0.732667, 0.267333, 0.732667],[0.482667, 0.482667, 0.0173326],[0.0173326, 0.0173326, 0.482667],[0.482667, 0.0173326, 0.0173326],[0.0173326, 0.482667, 0.482667],[0.482667, 0.0173326, 0.482667],[0.0173326, 0.482667, 0.0173326]"
"a,x4","10.8361,0.415836",aflow:287347360975e3fa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Pr2Zr2_ICSD_150207,O14Pr4Zr4,"7.66228,7.66228,7.66228,60,60,60","[0.334164, 0.915836, 0.415836],[0.915836, 0.334164, 0.834164],[0.915836, 0.334164, 0.415836],[0.334164, 0.915836, 0.834164],[0.334164, 0.334164, 0.415836],[0.915836, 0.915836, 0.834164],[0.665836, 0.0841644, 0.165836],[0.0841644, 0.665836, 0.584164],[0.0841644, 0.665836, 0.165836],[0.665836, 0.0841644, 0.584164],[0.665836, 0.665836, 0.584164],[0.0841644, 0.0841644, 0.165836],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5]"
"a,x4","9.518,0.821494",aflow:2859f7f97921edc5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In2O7Si2_ICSD_1458,In4O14Si4,"6.73026,6.73026,6.73026,60,60,60","[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0.875, 0.875, 0.375],[0.125, 0.125, 0.625],[0.571494, 0.178506, 0.678506],[0.178506, 0.571494, 0.0714938],[0.571494, 0.571494, 0.678506],[0.178506, 0.178506, 0.0714938],[0.178506, 0.571494, 0.678506],[0.571494, 0.178506, 0.0714938],[0.821494, 0.821494, 0.928506],[0.428506, 0.428506, 0.321494],[0.821494, 0.428506, 0.928506],[0.428506, 0.821494, 0.321494],[0.821494, 0.428506, 0.321494],[0.428506, 0.821494, 0.928506],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0]"
"a,x4","10.4824,0.838738",aflow:2abe19acdd8fcd02,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hf2Ho2O7_ICSD_162005,Hf4Ho4O14,"7.41219,7.41219,7.41219,60,60,60","[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.338738, 0.338738, 0.411262],[0.911262, 0.911262, 0.838738],[0.338738, 0.911262, 0.411262],[0.911262, 0.338738, 0.838738],[0.911262, 0.338738, 0.411262],[0.338738, 0.911262, 0.838738],[0.0887382, 0.661262, 0.161262],[0.661262, 0.0887382, 0.588738],[0.0887382, 0.0887382, 0.161262],[0.661262, 0.661262, 0.588738],[0.0887382, 0.661262, 0.588738],[0.661262, 0.0887382, 0.161262],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125]"
"a,x4","10.2424,0.830772",aflow:2b22c02fd653163d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_42702,O14Ti4Y4,"7.2425,7.2425,7.2425,60,60,60","[0.125, 0.625, 0.625],[0.875, 0.375, 0.375],[0.169228, 0.0807721, 0.669228],[0.580772, 0.669228, 0.0807721],[0.169228, 0.0807721, 0.0807721],[0.580772, 0.669228, 0.669228],[0.169228, 0.669228, 0.0807721],[0.580772, 0.0807721, 0.669228],[0.419228, 0.330772, 0.330772],[0.830772, 0.919228, 0.919228],[0.419228, 0.330772, 0.919228],[0.830772, 0.919228, 0.330772],[0.830772, 0.330772, 0.919228],[0.419228, 0.919228, 0.330772],[0, 0, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0.5, 0, 0.5],[0.5, 0.5, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0, 0.5, 0]"
"a,x4","10.6153,0.408392",aflow:2db3dbc9b38c36d7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Tb2_ICSD_159790,O14Sn4Tb4,"7.50616,7.50616,7.50616,60,60,60","[0.341608, 0.908392, 0.408392],[0.908392, 0.341608, 0.841608],[0.908392, 0.341608, 0.408392],[0.341608, 0.908392, 0.841608],[0.341608, 0.341608, 0.408392],[0.908392, 0.908392, 0.841608],[0.658392, 0.0916083, 0.158392],[0.0916083, 0.658392, 0.591608],[0.0916083, 0.658392, 0.158392],[0.658392, 0.0916083, 0.591608],[0.658392, 0.658392, 0.591608],[0.0916083, 0.0916083, 0.158392],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0]"
"a,x4","10.6037,0.408209",aflow:2e0f15e68d17a377,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Y2_ICSD_84805,O14Sn4Y4,"7.49795,7.49795,7.49795,60,60,60","[0.908209, 0.408209, 0.341791],[0.341791, 0.841791, 0.908209],[0.341791, 0.408209, 0.908209],[0.908209, 0.841791, 0.341791],[0.341791, 0.408209, 0.341791],[0.908209, 0.841791, 0.908209],[0.0917906, 0.158209, 0.658209],[0.658209, 0.591791, 0.0917906],[0.658209, 0.158209, 0.0917906],[0.0917906, 0.591791, 0.658209],[0.658209, 0.591791, 0.658209],[0.0917906, 0.158209, 0.0917906],[0.375, 0.875, 0.375],[0.625, 0.125, 0.625],[0, 0, 0],[0, 0.5, 0],[0, 0.5, 0.5],[0.5, 0.5, 0],[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0, 0],[0, 0, 0.5]"
"a,x4","10.5,0.419893",aflow:2f1d5517583903d3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Ru2_ICSD_166567,Bi4O14Ru4,"7.42462,7.42462,7.42462,60,60,60","[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5],[0.419893, 0.419893, 0.330107],[0.830107, 0.830107, 0.919893],[0.419893, 0.830107, 0.330107],[0.830107, 0.419893, 0.919893],[0.830107, 0.419893, 0.330107],[0.419893, 0.830107, 0.919893],[0.169893, 0.580107, 0.0801065],[0.580107, 0.169893, 0.669893],[0.169893, 0.169893, 0.0801065],[0.580107, 0.580107, 0.669893],[0.169893, 0.580107, 0.669893],[0.580107, 0.169893, 0.0801065],[0.125, 0.125, 0.625],[0.875, 0.875, 0.375],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0]"
"a,x4","10.3363,0.820449",aflow:30fa88014dbc0ad5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Tc2_ICSD_180008,Cd4O14Tc4,"7.30885,7.30885,7.30885,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.320449, 0.320449, 0.429551],[0.929551, 0.929551, 0.820449],[0.320449, 0.929551, 0.429551],[0.929551, 0.320449, 0.820449],[0.929551, 0.320449, 0.429551],[0.320449, 0.929551, 0.820449],[0.0704495, 0.679551, 0.179551],[0.679551, 0.0704495, 0.570449],[0.0704495, 0.0704495, 0.179551],[0.679551, 0.679551, 0.570449],[0.0704495, 0.679551, 0.570449],[0.679551, 0.0704495, 0.179551],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.2396,0.830948",aflow:31b61379d4fb0fc3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_93770,O14Ti4Y4,"7.24047,7.24047,7.24047,60,60,60","[0.580948, 0.169052, 0.669052],[0.169052, 0.580948, 0.0809485],[0.580948, 0.580948, 0.669052],[0.169052, 0.169052, 0.0809485],[0.169052, 0.580948, 0.669052],[0.580948, 0.169052, 0.0809485],[0.830948, 0.830948, 0.919052],[0.419052, 0.419052, 0.330948],[0.830948, 0.419052, 0.919052],[0.419052, 0.830948, 0.330948],[0.830948, 0.419052, 0.330948],[0.419052, 0.830948, 0.919052],[0.875, 0.875, 0.375],[0.125, 0.125, 0.625],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5]"
