Composition,Sample A,Sample B,Lattice Parameter (Angstrom),data_source,compound_type,a_stoich_json,b_stoich_json,Temperature,density_calc,is_single_phase,a_site_n_elements,a_site_entropy,a_site_mean_radius,a_site_radius_variance,a_site_radius_std,a_site_delta,a_site_en_mean,a_site_en_variance,a_site_mean_atomic_num,a_site_mean_molar_mass,b_site_n_elements,b_site_entropy,b_site_mean_radius,b_site_radius_variance,b_site_radius_std,b_site_delta,b_site_en_mean,b_site_en_variance,b_site_mean_atomic_num,b_site_mean_molar_mass,a_b_radius_ratio,total_entropy,total_delta,phonon_scattering_factor,n_total_elements,site_asymmetry,en_site_contrast,mass_site_contrast,lattice_volume,density_theoretical
Yttrium lanthanum titanium oxide (0.3/1.7/2/7),"La,Y",Ti,10.1316,icsd_literature,high_entropy,"{""Y"": 0.15, ""La"": 0.85}","{""Ti"": 1.0}",298.0,6.01,1.0,2.0,3.514403356019008,1.13885,0.0025348275000000005,0.050347070421227096,0.04420869334963087,1.118,0.0018359999999999965,54.3,131.41,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.882396694214876,3.514403356019008,0.04420869334963087,0.15536718027315796,3.0,1.0,0.42199999999999993,83.53999999999999,1040.0018359224962,6.0103851858387785
Yttrium lanthanum titanium oxide (0.25/1.75/2/7),"La,Y",Ti,10.1145,icsd_literature,high_entropy,"{""Y"": 0.125, ""La"": 0.875}","{""Ti"": 1.0}",298.0,6.07,1.0,2.0,3.132467120686015,1.142375,0.002174484375,0.04663136685751341,0.04081966679725433,1.1150000000000002,0.001574999999999997,54.75,132.66,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.8882231404958676,3.132467120686015,0.04081966679725433,0.1278662641197578,3.0,1.0,0.4249999999999998,84.78999999999999,1034.744808623625,6.071702251173669
"Dilanthanum dizirconium heptaoxide, praseodymium-doped (3%)","La,Pr",Zr,10.7807,icsd_literature,high_entropy,"{""La"": 0.97, ""Pr"": 0.03}","{""Zr"": 1.0}",293.0,6.07,1.0,2.0,1.1202463862465808,1.15898,3.363960000000005e-05,0.0057999655171388775,0.005004370668293583,1.1009,2.6189999999999656e-05,57.06,138.96999999999997,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6096944444444443,1.1202463862465808,0.005004370668293583,0.005606128156594272,3.0,1.0,0.22910000000000008,47.74999999999997,1252.9706054869428,6.069329978447127
Dilanthanum heptaoxodihafnate,La,Hf,10.7688,icsd_literature,pristine,"{""La"": 1.0}","{""Hf"": 1.0}",295.0,7.94,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.71,0.0,0.0,0.0,1.3,0.0,72.0,178.49,1.6338028169014085,-0.0,0.0,-0.0,2.0,0.0,0.19999999999999996,39.58000000000001,1248.8260050846723,7.942113189694052
Lanthanum dihafnate,La,Hf,10.7728,icsd_literature,pristine,"{""La"": 1.0}","{""Hf"": 1.0}",298.0,7.94,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.71,0.0,0.0,0.0,1.3,0.0,72.0,178.49,1.6338028169014085,-0.0,0.0,-0.0,2.0,0.0,0.19999999999999996,39.58000000000001,1250.2181266923521,7.937690229826917
Dilanthanum heptaoxodiplumbate(IV),La,Pb,10.9682,icsd_literature,pristine,"{""La"": 1.0}","{""Pb"": 1.0}",293.0,8.09,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.785,0.0,0.0,0.0,2.33,0.0,82.0,207.2,1.4777070063694266,-0.0,0.0,-0.0,2.0,0.0,1.23,68.28999999999999,1319.4899387625678,8.09344297575401
Dilanthanum ditin(IV) oxide,La,Sn,10.69255,icsd_literature,pristine,"{""La"": 1.0}","{""Sn"": 1.0}",293.0,6.8,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.69,0.0,0.0,0.0,1.96,0.0,50.0,118.71,1.681159420289855,-0.0,0.0,-0.0,2.0,0.0,0.8599999999999999,20.200000000000003,1222.4859297167566,6.80807479194182
Dilanthanum distannate,La,Sn,10.7026,icsd_literature,pristine,"{""La"": 1.0}","{""Sn"": 1.0}",295.0,6.8,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.69,0.0,0.0,0.0,1.96,0.0,50.0,118.71,1.681159420289855,-0.0,0.0,-0.0,2.0,0.0,0.8599999999999999,20.200000000000003,1225.9362390135761,6.798483010767006
Dilanthanum ditin heptaoxide,La,Sn,10.7106,icsd_literature,pristine,"{""La"": 1.0}","{""Sn"": 1.0}",298.0,6.78,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.69,0.0,0.0,0.0,1.96,0.0,50.0,118.71,1.681159420289855,-0.0,0.0,-0.0,2.0,0.0,0.8599999999999999,20.200000000000003,1228.6873899470158,6.780873475759282
Dilanthanum dizirconate,La,Zr,10.875,icsd_literature,pristine,"{""La"": 1.0}","{""Zr"": 1.0}",1070.0,5.91,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6111111111111112,-0.0,0.0,-0.0,2.0,0.0,0.22999999999999998,47.69,1286.138671875,5.910458284616903
Lanthanum dizirconate,La,Zr,10.892,icsd_literature,pristine,"{""La"": 1.0}","{""Zr"": 1.0}",1073.0,5.88,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6111111111111112,-0.0,0.0,-0.0,2.0,0.0,0.22999999999999998,47.69,1292.1796522879997,5.88164142441701
Lanthanum dizirconate,La,Zr,10.91,icsd_literature,pristine,"{""La"": 1.0}","{""Zr"": 1.0}",1273.0,5.85,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6111111111111112,-0.0,0.0,-0.0,2.0,0.0,0.22999999999999998,47.69,1298.596571,5.85210552133373
Lanthanum dizirconate,La,Zr,10.915,icsd_literature,pristine,"{""La"": 1.0}","{""Zr"": 1.0}",1323.0,5.85,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6111111111111112,-0.0,0.0,-0.0,2.0,0.0,0.22999999999999998,47.69,1300.3828108749997,5.848084772553592
Lanthanum dizirconate,La,Zr,10.921,icsd_literature,pristine,"{""La"": 1.0}","{""Zr"": 1.0}",1373.0,5.84,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6111111111111112,-0.0,0.0,-0.0,2.0,0.0,0.22999999999999998,47.69,1302.5284599609997,5.8382695885761775
Lanthanum dizirconate,La,Zr,10.927,icsd_literature,pristine,"{""La"": 1.0}","{""Zr"": 1.0}",1423.0,5.83,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6111111111111112,-0.0,0.0,-0.0,2.0,0.0,0.22999999999999998,47.69,1304.6764679829998,5.828464974834419
Dilanthanum dizirconate,La,Zr,10.906,icsd_literature,pristine,"{""La"": 1.0}","{""Zr"": 1.0}",1435.0,5.86,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6111111111111112,-0.0,0.0,-0.0,2.0,0.0,0.22999999999999998,47.69,1297.1687574160003,5.860327431359906
Lanthanum dizirconate,La,Zr,10.933,icsd_literature,pristine,"{""La"": 1.0}","{""Zr"": 1.0}",1473.0,5.82,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6111111111111112,-0.0,0.0,-0.0,2.0,0.0,0.22999999999999998,47.69,1306.826836237,5.818670902339655
Lanthanum dizirconate,La,Zr,10.939,icsd_literature,pristine,"{""La"": 1.0}","{""Zr"": 1.0}",1523.0,5.81,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6111111111111112,-0.0,0.0,-0.0,2.0,0.0,0.22999999999999998,47.69,1308.979566019,5.8088873421985685
Lanthanum dizirconate,La,Zr,10.945,icsd_literature,pristine,"{""La"": 1.0}","{""Zr"": 1.0}",1573.0,5.8,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6111111111111112,-0.0,0.0,-0.0,2.0,0.0,0.22999999999999998,47.69,1311.1346586250002,5.7991142656128325
Lanthanum dizirconate,La,Zr,10.951,icsd_literature,pristine,"{""La"": 1.0}","{""Zr"": 1.0}",1623.0,5.79,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6111111111111112,-0.0,0.0,-0.0,2.0,0.0,0.22999999999999998,47.69,1313.2921153510001,5.789351643878735
Lanthanum dizirconate,La,Zr,10.957,icsd_literature,pristine,"{""La"": 1.0}","{""Zr"": 1.0}",1673.0,5.78,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6111111111111112,-0.0,0.0,-0.0,2.0,0.0,0.22999999999999998,47.69,1315.4519374930003,5.779599448386822
Dilanthanum dizirconate,La,Zr,10.799191578947369,icsd_literature,pristine,"{""La"": 1.0}","{""Zr"": 1.0}",293.0,6.12,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6111111111111112,-0.0,0.0,-0.0,2.0,0.0,0.22999999999999998,47.69,1259.42913847958,6.078136611916083
Lanthanum zirconium heptaoxide,La,Zr,10.81235,icsd_literature,pristine,"{""La"": 1.0}","{""Zr"": 1.0}",298.0,6.04,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6111111111111112,-0.0,0.0,-0.0,2.0,0.0,0.22999999999999998,47.69,1264.038455612653,6.027130974600627
Lanthanum dizirconate,La,Zr,10.828,icsd_literature,pristine,"{""La"": 1.0}","{""Zr"": 1.0}",473.0,5.99,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6111111111111112,-0.0,0.0,-0.0,2.0,0.0,0.22999999999999998,47.69,1269.5351835519998,5.989110948799439
Lanthanum dizirconate,La,Zr,10.848,icsd_literature,pristine,"{""La"": 1.0}","{""Zr"": 1.0}",673.0,5.95,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6111111111111112,-0.0,0.0,-0.0,2.0,0.0,0.22999999999999998,47.69,1276.5829201920003,5.952581113483371
Lanthanum dizirconate,La,Zr,10.869,icsd_literature,pristine,"{""La"": 1.0}","{""Zr"": 1.0}",873.0,5.92,1.0,1.0,-0.0,1.16,0.0,0.0,0.0,1.1,0.0,57.0,138.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.6111111111111112,-0.0,0.0,-0.0,2.0,0.0,0.22999999999999998,47.69,1284.011064909,5.920355480447936
Dilutetium dimanganate(IV),Lu,Mn,9.82684,icsd_literature,pristine,"{""Lu"": 1.0}","{""Mn"": 1.0}",298.0,8.0,1.0,1.0,-0.0,0.977,0.0,0.0,0.0,1.27,0.0,71.0,174.97,1.0,-0.0,0.67,0.0,0.0,0.0,1.55,0.0,25.0,54.938,1.4582089552238804,-0.0,0.0,-0.0,2.0,0.0,0.28,120.032,948.9463394717897,8.002523481735
Dilutetium heptaoxodimolybdate,Lu,Mo,10.1478,icsd_literature,pristine,"{""Lu"": 1.0}","{""Mo"": 1.0}",293.0,8.31,1.0,1.0,-0.0,0.977,0.0,0.0,0.0,1.27,0.0,71.0,174.97,1.0,-0.0,0.79,0.0,0.0,0.0,2.16,0.0,42.0,95.95,1.2367088607594936,-0.0,0.0,-0.0,2.0,0.0,0.8900000000000001,79.02,1044.998573867352,8.310995113991268
Dilutetium distannate,Lu,Sn,10.2917,icsd_literature,pristine,"{""Lu"": 1.0}","{""Sn"": 1.0}",295.0,8.52,1.0,1.0,-0.0,0.977,0.0,0.0,0.0,1.27,0.0,71.0,174.97,1.0,-0.0,0.69,0.0,0.0,0.0,1.96,0.0,50.0,118.71,1.4159420289855074,-0.0,0.0,-0.0,2.0,0.0,0.69,56.260000000000005,1090.087487129213,8.521462536319422
Dilutetium ditin heptaoxide,Lu,Sn,10.3005,icsd_literature,pristine,"{""Lu"": 1.0}","{""Sn"": 1.0}",299.0,8.5,1.0,1.0,-0.0,0.977,0.0,0.0,0.0,1.27,0.0,71.0,174.97,1.0,-0.0,0.69,0.0,0.0,0.0,1.96,0.0,50.0,118.71,1.4159420289855074,-0.0,0.0,-0.0,2.0,0.0,0.69,56.260000000000005,1092.886142725125,8.500549811280838
Dilutetium dititanate,Lu,Ti,10.018242631578948,icsd_literature,pristine,"{""Lu"": 1.0}","{""Ti"": 1.0}",293.0,7.37,1.0,1.0,-0.0,0.977,0.0,0.0,0.0,1.27,0.0,71.0,174.97,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.6148760330578513,-0.0,0.0,-0.0,2.0,0.0,0.27,127.1,1005.4827793529233,7.369085264311668
Neodymium yttrium dizirconate (0.4/1.6/1),"Nd,Y",Zr,10.531,icsd_literature,high_entropy,"{""Nd"": 0.2, ""Y"": 0.8}","{""Zr"": 1.0}",293.0,5.62,1.0,2.0,4.160345749296494,1.037,0.0012960000000000022,0.03600000000000003,0.034715525554484115,1.204,0.001024000000000002,43.2,99.976,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.4402777777777778,4.160345749296494,0.034715525554484115,0.1444285891751918,3.0,1.0,0.1260000000000001,8.756,1167.908551291,5.621783230413323
Neodymium yttrium dizirconate (0.8/1.2/1),"Nd,Y",Zr,10.532,icsd_literature,high_entropy,"{""Nd"": 0.4, ""Y"": 0.6}","{""Zr"": 1.0}",293.0,5.87,1.0,2.0,5.595418999514958,1.055,0.0019440000000000035,0.04409081537009724,0.041792242056964225,1.188,0.0015360000000000026,47.4,111.042,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.4652777777777777,5.595418999514958,0.041792242056964225,0.23384510523786572,3.0,1.0,0.14200000000000013,19.822000000000003,1168.241288768,5.871819089361896
Lead neodymium ruthenium oxide (0.2/1.8/2/6.96),"Nd,Ru",Pb,10.33705,icsd_literature,high_entropy,"{""Nd"": 0.4736842105263158, ""Ru"": 0.5263157894736842}","{""Pb"": 1.0}",293.0,7.39,1.0,2.0,5.7513051014590015,0.9990000000000001,0.010889999999999997,0.10435516278555651,0.10445962240796451,1.6978947368421053,0.2801218836565098,51.578947368421055,121.51894736842105,1.0,-0.0,0.785,0.0,0.0,0.0,2.33,0.0,82.0,207.2,1.272611464968153,5.7513051014590015,0.10445962240796451,0.6007791592514073,3.0,1.0,0.6321052631578947,85.68105263157894,1104.5613708658775,8.322036876658315
Neodymium yttrium zirconate (1.6/0.4/1),"Nd,Y",Zr,10.609,icsd_literature,high_entropy,"{""Nd"": 0.8, ""Y"": 0.2}","{""Zr"": 1.0}",293.0,6.24,1.0,2.0,4.160345749296494,1.091,0.0012960000000000022,0.03600000000000003,0.03299725022914761,1.156,0.001024000000000002,55.8,133.174,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.5152777777777777,4.160345749296494,0.03299725022914761,0.137279969729307,3.0,1.0,0.17400000000000015,41.95400000000001,1194.052296529,6.239569055709818
Neodymium hafnate,Nd,Hf,10.6389,icsd_literature,pristine,"{""Nd"": 1.0}","{""Hf"": 1.0}",0.6,8.35,1.0,1.0,-0.0,1.109,0.0,0.0,0.0,1.14,0.0,60.0,144.24,1.0,-0.0,0.71,0.0,0.0,0.0,1.3,0.0,72.0,178.49,1.5619718309859156,-0.0,0.0,-0.0,2.0,0.0,0.16000000000000014,34.25,1204.1765909418689,8.353195561287784
Dineodymium heptaoxodihafnate,Nd,Hf,10.6469,icsd_literature,pristine,"{""Nd"": 1.0}","{""Hf"": 1.0}",295.0,8.34,1.0,1.0,-0.0,1.109,0.0,0.0,0.0,1.14,0.0,60.0,144.24,1.0,-0.0,0.71,0.0,0.0,0.0,1.3,0.0,72.0,178.49,1.5619718309859156,-0.0,0.0,-0.0,2.0,0.0,0.16000000000000014,34.25,1206.895102759709,8.338784242951473
Dineodymium dimolybdate(IV),Nd,Mo,10.4836,icsd_literature,pristine,"{""Nd"": 1.0}","{""Mo"": 1.0}",300.0,6.83,1.0,1.0,-0.0,1.109,0.0,0.0,0.0,1.14,0.0,60.0,144.24,1.0,-0.0,0.79,0.0,0.0,0.0,2.16,0.0,42.0,95.95,1.4037974683544303,-0.0,0.0,-0.0,2.0,0.0,1.0200000000000002,48.290000000000006,1152.2091678290558,6.829981073483404
Dineodymium heptaoxodiplumbate(IV),Nd,Pb,10.8336,icsd_literature,pristine,"{""Nd"": 1.0}","{""Pb"": 1.0}",293.0,8.51,1.0,1.0,-0.0,1.109,0.0,0.0,0.0,1.14,0.0,60.0,144.24,1.0,-0.0,0.785,0.0,0.0,0.0,2.33,0.0,82.0,207.2,1.4127388535031846,-0.0,0.0,-0.0,2.0,0.0,1.1900000000000002,62.95999999999998,1271.5059282370562,8.51191040427654
Dineodymium diplatinum(IV) oxide,Nd,Pt,10.4041,icsd_literature,pristine,"{""Nd"": 1.0}","{""Pt"": 1.0}",297.0,9.33,1.0,1.0,-0.0,1.109,0.0,0.0,0.0,1.14,0.0,60.0,144.24,1.0,-0.0,0.74,0.0,0.0,0.0,2.28,0.0,78.0,195.085,1.4986486486486486,-0.0,0.0,-0.0,2.0,0.0,1.14,50.845,1126.1948925409208,9.328263562602539
Dineodymium distannate,Nd,Sn,10.5671,icsd_literature,pristine,"{""Nd"": 1.0}","{""Sn"": 1.0}",295.0,7.18,1.0,1.0,-0.0,1.109,0.0,0.0,0.0,1.14,0.0,60.0,144.24,1.0,-0.0,0.69,0.0,0.0,0.0,1.96,0.0,50.0,118.71,1.6072463768115943,-0.0,0.0,-0.0,2.0,0.0,0.8200000000000001,25.530000000000015,1179.9604530267109,7.180908924576929
Dineodymium ditin heptaoxide,Nd,Sn,10.5749,icsd_literature,pristine,"{""Nd"": 1.0}","{""Sn"": 1.0}",300.0,7.17,1.0,1.0,-0.0,1.109,0.0,0.0,0.0,1.14,0.0,60.0,144.24,1.0,-0.0,0.69,0.0,0.0,0.0,1.96,0.0,50.0,118.71,1.6072463768115943,-0.0,0.0,-0.0,2.0,0.0,0.8200000000000001,25.530000000000015,1182.5753105047488,7.16796886784568
Dineodymium ditechnetate,Nd,Tc,10.40629,icsd_literature,pristine,"{""Nd"": 1.0}","{""Tc"": 1.0}",293.0,7.06,1.0,1.0,-0.0,1.109,0.0,0.0,0.0,1.14,0.0,60.0,144.24,1.0,-0.0,0.74,0.0,0.0,0.0,1.9,0.0,43.0,98.0,1.4986486486486486,-0.0,0.0,-0.0,2.0,0.0,0.76,46.24000000000001,1126.9062138487782,7.045825833055563
Neodymium zirconium titanium oxide (2/1.56/0.44/7),Nd,"Ti,Zr",10.5908,icsd_literature,high_entropy,"{""Nd"": 1.0}","{""Zr"": 0.778, ""Ti"": 0.222}",293.0,6.3,1.0,1.0,-0.0,1.109,0.0,0.0,0.0,1.14,0.0,60.0,144.24,2.0,4.401661601785869,0.6944699999999999,0.0022841690999999996,0.04779298170233784,0.06881936109887808,1.37662,0.007616775599999997,36.004000000000005,81.5963,1.5969012340345876,4.401661601785869,0.06881936109887808,0.30291953920836784,3.0,1.0,0.23662000000000005,62.64370000000001,1187.9175547733118,6.301808803506489
Neodymium zirconium titanium oxide (2/1.19/0.81/7),Nd,"Ti,Zr",10.5254,icsd_literature,high_entropy,"{""Nd"": 1.0}","{""Zr"": 0.594, ""Ti"": 0.406}",293.0,6.24,1.0,1.0,-0.0,1.109,0.0,0.0,0.0,1.14,0.0,60.0,144.24,2.0,5.615022692130861,0.67331,0.0031893938999999994,0.0564747191228075,0.08387625183467876,1.41526,0.010635332399999996,32.692,73.6199,1.6470867802349587,5.615022692130861,0.08387625183467876,0.47096705738260397,3.0,1.0,0.27526000000000006,70.62010000000001,1166.0463889270638,6.240052147355328
Neodymium zirconium titanium oxide (2/0.89/1.11/7),Nd,"Ti,Zr",10.46112,icsd_literature,high_entropy,"{""Nd"": 1.0}","{""Zr"": 0.445, ""Ti"": 0.555}",293.0,6.2,1.0,1.0,-0.0,1.109,0.0,0.0,0.0,1.14,0.0,60.0,144.24,2.0,5.7124240272818225,0.6561750000000001,0.0032662443749999995,0.05715106626301909,0.08709729304380556,1.4465500000000002,0.010891597499999996,30.01,67.16075000000001,1.690097915952299,5.7124240272818225,0.08709729304380556,0.4975366694946408,3.0,1.0,0.3065500000000003,77.07925,1144.8129983404767,6.202968058426544
Dineodymium dizirconate,Nd,Zr,10.704,icsd_literature,pristine,"{""Nd"": 1.0}","{""Zr"": 1.0}",1098.0,6.31,1.0,1.0,-0.0,1.109,0.0,0.0,0.0,1.14,0.0,60.0,144.24,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.5402777777777779,-0.0,0.0,-0.0,2.0,0.0,0.19000000000000017,53.02000000000001,1226.4173936640002,6.312111317739639
Neodymium zirconium oxide (2/2/7),Nd,Zr,10.6735,icsd_literature,pristine,"{""Nd"": 1.0}","{""Zr"": 1.0}",290.0,6.36,1.0,1.0,-0.0,1.109,0.0,0.0,0.0,1.14,0.0,60.0,144.24,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.5402777777777779,-0.0,0.0,-0.0,2.0,0.0,0.19000000000000017,53.02000000000001,1215.9635686153752,6.364253487313244
Dineodymium dizirconate,Nd,Zr,10.646170357142854,icsd_literature,pristine,"{""Nd"": 1.0}","{""Zr"": 1.0}",293.0,6.47,1.0,1.0,-0.0,1.109,0.0,0.0,0.0,1.14,0.0,60.0,144.24,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.5402777777777779,-0.0,0.0,-0.0,2.0,0.0,0.19000000000000017,53.02000000000001,1206.6469905268928,6.443839258048993
Neodymium zirconium oxide (2/2/7),Nd,Zr,10.6611,icsd_literature,pristine,"{""Nd"": 1.0}","{""Zr"": 1.0}",5.0,6.39,1.0,1.0,-0.0,1.109,0.0,0.0,0.0,1.14,0.0,60.0,144.24,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.5402777777777779,-0.0,0.0,-0.0,2.0,0.0,0.19000000000000017,53.02000000000001,1211.7305321771307,6.390377297997609
Praseodymium molybdenum scandium oxide (2/1.73/0.27/6.97),"Pr,Sc",Mo,10.5271,icsd_literature,high_entropy,"{""Pr"": 0.8810572687224669, ""Sc"": 0.11894273127753305}","{""Mo"": 1.0}",293.0,6.51,1.0,2.0,3.033056537397672,1.0973348017621145,0.006086619185313119,0.07801678784282982,0.07109661310071405,1.1573568281938325,0.005543674435754634,54.480176211453745,129.49696916299558,1.0,-0.0,0.79,0.0,0.0,0.0,2.16,0.0,42.0,95.95,1.389031394635588,3.033056537397672,0.07109661310071405,0.21564004715195373,3.0,1.0,1.0026431718061677,33.54696916299558,1166.6114788175112,6.459937514718561
Dipraseodymium heptaoxodihafnate,Pr,Hf,10.6965,icsd_literature,pristine,"{""Pr"": 1.0}","{""Hf"": 1.0}",295.0,8.15,1.0,1.0,-0.0,1.126,0.0,0.0,0.0,1.13,0.0,59.0,140.91,1.0,-0.0,0.71,0.0,0.0,0.0,1.3,0.0,72.0,178.49,1.5859154929577464,-0.0,0.0,-0.0,2.0,0.0,0.17000000000000015,37.58000000000001,1223.8412481821251,8.149913719352966
Dipraseodymium distannate,Pr,Sn,10.6004,icsd_literature,pristine,"{""Pr"": 1.0}","{""Sn"": 1.0}",293.0,7.04,1.0,1.0,-0.0,1.126,0.0,0.0,0.0,1.13,0.0,59.0,140.91,1.0,-0.0,0.69,0.0,0.0,0.0,1.96,0.0,50.0,118.71,1.6318840579710145,-0.0,0.0,-0.0,2.0,0.0,0.8300000000000001,22.200000000000003,1191.1508370880642,7.040035075422519
Dipraseodymium distannate,Pr,Sn,10.6004,icsd_literature,pristine,"{""Pr"": 1.0}","{""Sn"": 1.0}",295.0,7.04,1.0,1.0,-0.0,1.126,0.0,0.0,0.0,1.13,0.0,59.0,140.91,1.0,-0.0,0.69,0.0,0.0,0.0,1.96,0.0,50.0,118.71,1.6318840579710145,-0.0,0.0,-0.0,2.0,0.0,0.8300000000000001,22.200000000000003,1191.1508370880642,7.040035075422519
Dipraseodymium ditin heptaoxide,Pr,Sn,10.6196,icsd_literature,pristine,"{""Pr"": 1.0}","{""Sn"": 1.0}",298.0,7.0,1.0,1.0,-0.0,1.126,0.0,0.0,0.0,1.13,0.0,59.0,140.91,1.0,-0.0,0.69,0.0,0.0,0.0,1.96,0.0,50.0,118.71,1.6318840579710145,-0.0,0.0,-0.0,2.0,0.0,0.8300000000000001,22.200000000000003,1197.634991817536,7.000977138540122
Dipraseodymium dizirconate,Pr,Zr,10.707704428571429,icsd_literature,pristine,"{""Pr"": 1.0}","{""Zr"": 1.0}",293.0,6.26,1.0,1.0,-0.0,1.126,0.0,0.0,0.0,1.13,0.0,59.0,140.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.5638888888888889,-0.0,0.0,-0.0,2.0,0.0,0.20000000000000018,49.69,1227.6911459375992,6.247802430784448
Praseodymium zirconium oxide (1.95/2/7),Pr,Zr,10.67795,icsd_literature,pristine,"{""Pr"": 1.0}","{""Zr"": 1.0}",298.0,6.21,1.0,1.0,-0.0,1.126,0.0,0.0,0.0,1.13,0.0,59.0,140.91,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.5638888888888889,-0.0,0.0,-0.0,2.0,0.0,0.20000000000000018,49.69,1217.4850828794845,6.248938675621281
Dilead dirhodium(V) heptaoxide,Rh,Pb,10.105662,icsd_literature,pristine,"{""Rh"": 1.0}","{""Pb"": 1.0}",300.0,9.43,1.0,1.0,-0.0,0.88,0.0,0.0,0.0,2.28,0.0,45.0,102.91,1.0,-0.0,0.785,0.0,0.0,0.0,2.33,0.0,82.0,207.2,1.1210191082802548,-0.0,0.0,-0.0,2.0,0.0,0.050000000000000266,104.28999999999999,1032.0347134063072,9.427664488146013
